Amper TH,Amper TH2,Province TH,Province EN,Amper TH3,CODE,Amper EN,ที่ว่าการอำเภอAmper TH Province TH,Lat,Lon
เสลภูมิ,เสลภูมิ,ร้อยเอ็ด,Roi Et,เสลภูมิ,45100000,Selaphum,ที่ว่าการอำเภอเสลภูมิ ร้อยเอ็ด,16.03326834421883,103.93380497788735
สุวรรณภูมิ,สุวรรณภูมิ,ร้อยเอ็ด,Roi Et,สุวรรณภูมิ,45110000,Suwannaphum,ที่ว่าการอำเภอสุวรรณภูมิ ร้อยเอ็ด,15.608718733888505,103.79990232876203
เมืองสรวง,เมืองสรวง,ร้อยเอ็ด,Roi Et,เมืองสรวง,45120000,Mueang Suang,ที่ว่าการอำเภอเมืองสรวง ร้อยเอ็ด,15.823462516547979,103.71761940670434
โพนทราย,โพนทราย,ร้อยเอ็ด,Roi Et,โพนทราย,45130000,Phon Sai,ที่ว่าการอำเภอโพนทราย ร้อยเอ็ด,15.488179393486526,103.99579228391661
อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,Roi Et,อาจสามารถ,45140000,At Samat,ที่ว่าการอำเภออาจสามารถ ร้อยเอ็ด,15.843517403121968,103.87893829322866
เมยวดี,เมยวดี,ร้อยเอ็ด,Roi Et,เมยวดี,45150000,Moei Wadi,ที่ว่าการอำเภอเมยวดี ร้อยเอ็ด,16.389204625118527,104.15730632021696
ศรีสมเด็จ,ศรีสมเด็จ,ร้อยเอ็ด,Roi Et,ศรีสมเด็จ,45160000,Si Somdet,ที่ว่าการอำเภอศรีสมเด็จ ร้อยเอ็ด,15.998237657024124,103.48783758024432
จังหาร,จังหาร,ร้อยเอ็ด,Roi Et,จังหาร,45170000,Changhan,ที่ว่าการอำเภอจังหาร ร้อยเอ็ด,16.139103413117137,103.61496143741415
เชียงขวัญ,เชียงขวัญ,ร้อยเอ็ด,Roi Et,เชียงขวัญ,45180000,Chiang Khwan,ที่ว่าการอำเภอเชียงขวัญ ร้อยเอ็ด,16.165718198551943,103.7518734085599
หนองฮี,หนองฮี,ร้อยเอ็ด,Roi Et,หนองฮี,45190000,Nong Hi,ที่ว่าการอำเภอหนองฮี ร้อยเอ็ด,15.610302627831679,103.9904419768837
ทุ่งเขาหลวง,ทุ่งเขาหลวง,ร้อยเอ็ด,Roi Et,ทุ่งเขาหลวง,45200000,Thung Khao Luang,ที่ว่าการอำเภอทุ่งเขาหลวง ร้อยเอ็ด,15.992177588170657,103.8592100583681
เมืองกาฬสินธุ์,เมืองกาฬสินธุ์,กาฬสินธุ์,Kalasin,เมืองกาฬสินธุ์,46010000,Mueang Kalasin,ที่ว่าการอำเภอเมืองกาฬสินธุ์ กาฬสินธุ์,16.442973154963248,103.53416210672601
นามน,นามน,กาฬสินธุ์,Kalasin,นามน,46020000,Na Mon,ที่ว่าการอำเภอนามน กาฬสินธุ์,16.575307366323827,103.78671824430373
กมลาไสย,กมลาไสย,กาฬสินธุ์,Kalasin,กมลาไสย,46030000,Kamalasai,ที่ว่าการอำเภอกมลาไสย กาฬสินธุ์,16.33872396029222,103.57524274678777
ร่องคำ,ร่องคำ,กาฬสินธุ์,Kalasin,ร่องคำ,46040000,Rong Kham,ที่ว่าการอำเภอร่องคำ กาฬสินธุ์,16.26654001435999,103.7404735429607
กุฉินารายณ์,กุฉินารายณ์,กาฬสินธุ์,Kalasin,กุฉินารายณ์,46050000,Kuchinarai,ที่ว่าการอำเภอกุฉินารายณ์ กาฬสินธุ์,16.53714036195696,104.0545278621071
เขาวง,เขาวง,กาฬสินธุ์,Kalasin,เขาวง,46060000,Khao Wong,ที่ว่าการอำเภอเขาวง กาฬสินธุ์,16.698949685282944,104.09026521424326
ยางตลาด,ยางตลาด,กาฬสินธุ์,Kalasin,ยางตลาด,46070000,Yang Talat,ที่ว่าการอำเภอยางตลาด กาฬสินธุ์,16.401941863490826,103.37315002802606
ห้วยเม็ก,ห้วยเม็ก,กาฬสินธุ์,Kalasin,ห้วยเม็ก,46080000,Huai Mek,ที่ว่าการอำเภอห้วยเม็ก กาฬสินธุ์,16.590242004514444,103.23547700580501
สหัสขันธ์,สหัสขันธ์,กาฬสินธุ์,Kalasin,สหัสขันธ์,46090000,Sahatsakhan,ที่ว่าการอำเภอสหัสขันธ์ กาฬสินธุ์,16.711980737828213,103.5199535355484
คำม่วง,คำม่วง,กาฬสินธุ์,Kalasin,คำม่วง,46100000,Kham Muang,ที่ว่าการอำเภอคำม่วง กาฬสินธุ์,16.922153839276657,103.6314086508996
ท่าคันโท,ท่าคันโท,กาฬสินธุ์,Kalasin,ท่าคันโท,46110000,Tha Khantho,ที่ว่าการอำเภอท่าคันโท กาฬสินธุ์,16.939970568332946,103.24449189152752
หนองกุงศรี,หนองกุงศรี,กาฬสินธุ์,Kalasin,หนองกุงศรี,46120000,Nong Kung Si,ที่ว่าการอำเภอหนองกุงศรี กาฬสินธุ์,16.65582733202319,103.29400183056623
สมเด็จ,สมเด็จ,กาฬสินธุ์,Kalasin,สมเด็จ,46130000,Somdet,ที่ว่าการอำเภอสมเด็จ กาฬสินธุ์,16.704395194461927,103.74976191199094
ห้วยผึ้ง,ห้วยผึ้ง,กาฬสินธุ์,Kalasin,ห้วยผึ้ง,46140000,Huai Phueng,ที่ว่าการอำเภอห้วยผึ้ง กาฬสินธุ์,16.6459444811615,103.90872893555462
สามชัย,สามชัย,กาฬสินธุ์,Kalasin,สามชัย,46150000,Sam Chai,ที่ว่าการอำเภอสามชัย กาฬสินธุ์,16.863178029688243,103.5372491999296
นาคู,นาคู,กาฬสินธุ์,Kalasin,นาคู,46160000,Na Khu,ที่ว่าการอำเภอนาคู กาฬสินธุ์,16.77903033897658,104.03322205974554
ดอนจาน,ดอนจาน,กาฬสินธุ์,Kalasin,ดอนจาน,46170000,Don Chan,ที่ว่าการอำเภอดอนจาน กาฬสินธุ์,16.45660449638548,103.69480293146961
ฆ้องชัย,ฆ้องชัย,กาฬสินธุ์,Kalasin,ฆ้องชัย,46180000,Khong Chai,ที่ว่าการอำเภอฆ้องชัย กาฬสินธุ์,16.260472708966073,103.45805075484499
เมืองสกลนคร,เมืองสกลนคร,สกลนคร,Sakon Nakhon,เมืองสกลนคร,47010000,Mueang Sakon Nakhon,ที่ว่าการอำเภอเมืองสกลนคร สกลนคร,17.15574769935692,104.13394938319665
กุสุมาลย์,กุสุมาลย์,สกลนคร,Sakon Nakhon,กุสุมาลย์,47020000,Kusuman,ที่ว่าการอำเภอกุสุมาลย์ สกลนคร,17.330842194301116,104.3336341305526
กุดบาก,กุดบาก,สกลนคร,Sakon Nakhon,กุดบาก,47030000,Kut Bak,ที่ว่าการอำเภอกุดบาก สกลนคร,17.087944290347654,103.82288972399972
พรรณานิคม,พรรณานิคม,สกลนคร,Sakon Nakhon,พรรณานิคม,47040000,Phanna Nikhom,ที่ว่าการอำเภอพรรณานิคม สกลนคร,17.35165318405609,103.84689823269896
พังโคน,พังโคน,สกลนคร,Sakon Nakhon,พังโคน,47050000,Phanh khon,ที่ว่าการอำเภอพังโคน สกลนคร,17.392397799158584,103.70943020367775
วาริชภูมิ,วาริชภูมิ,สกลนคร,Sakon Nakhon,วาริชภูมิ,47060000,Waritchaphum,ที่ว่าการอำเภอวาริชภูมิ สกลนคร,17.29305164724939,103.63636230030356
นิคมน้ำอูน,นิคมน้ำอูน,สกลนคร,Sakon Nakhon,นิคมน้ำอูน,47070000,Nikhom Nam un,ที่ว่าการอำเภอนิคมน้ำอูน สกลนคร,17.18281207504309,103.71785452021764
วานรนิวาส,วานรนิวาส,สกลนคร,Sakon Nakhon,วานรนิวาส,47080000,Wanon Niwat,ที่ว่าการอำเภอวานรนิวาส สกลนคร,17.632083612733148,103.75181258255361
คำตากล้า,คำตากล้า,สกลนคร,Sakon Nakhon,คำตากล้า,47090000,Kham Ta Kla,ที่ว่าการอำเภอคำตากล้า สกลนคร,17.8493003442244,103.75473672963372
บ้านม่วง,บ้านม่วง,สกลนคร,Sakon Nakhon,บ้านม่วง,47100000,Ban Muang,ที่ว่าการอำเภอบ้านม่วง สกลนคร,17.850984090388636,103.57004738821935
อากาศอำนวย,อากาศอำนวย,สกลนคร,Sakon Nakhon,อากาศอำนวย,47110000,Akat Amnuai,ที่ว่าการอำเภออากาศอำนวย สกลนคร,17.596338495660564,103.97368235432006
สว่างแดนดิน,สว่างแดนดิน,สกลนคร,Sakon Nakhon,สว่างแดนดิน,47120000,Sawang Daen Din,ที่ว่าการอำเภอสว่างแดนดิน สกลนคร,17.475415709753072,103.45759280689411
ส่องดาว,ส่องดาว,สกลนคร,Sakon Nakhon,ส่องดาว,47130000,Song Dao,ที่ว่าการอำเภอส่องดาว สกลนคร,17.336379180205213,103.47575550929291
เต่างอย,เต่างอย,สกลนคร,Sakon Nakhon,เต่างอย,47140000,Tao Ngoi,ที่ว่าการอำเภอเต่างอย สกลนคร,16.996961021587843,104.16772481831097
โคกศรีสุพรรณ,โคกศรีสุพรรณ,สกลนคร,Sakon Nakhon,โคกศรีสุพรรณ,47150000,Khok Si Suphan,ที่ว่าการอำเภอโคกศรีสุพรรณ สกลนคร,17.04370784409524,104.27302457788018
เจริญศิลป์,เจริญศิลป์,สกลนคร,Sakon Nakhon,เจริญศิลป์,47160000,Charoen Sin,ที่ว่าการอำเภอเจริญศิลป์ สกลนคร,17.596561559724865,103.56540721367561
โพนนาแก้ว,โพนนาแก้ว,สกลนคร,Sakon Nakhon,โพนนาแก้ว,47170000,Phon Na Kaeo,ที่ว่าการอำเภอโพนนาแก้ว สกลนคร,17.221259718005324,104.28982178182405
ภูพาน,ภูพาน,สกลนคร,Sakon Nakhon,ภูพาน,47180000,Phu Phan,ที่ว่าการอำเภอภูพาน สกลนคร,16.999897697788988,103.96547367196847
เมืองนครพนม,เมืองนครพนม,นครพนม,Nakhon Phanom,เมืองนครพนม,48010000,Mueang Nakhon Phanom,ที่ว่าการอำเภอเมืองนครพนม นครพนม,17.367222906015055,104.76078973161205
ปลาปาก,ปลาปาก,นครพนม,Nakhon Phanom,ปลาปาก,48020000,Pla Pak,ที่ว่าการอำเภอปลาปาก นครพนม,17.180583551577215,104.52613087649155
ท่าอุเทน,ท่าอุเทน,นครพนม,Nakhon Phanom,ท่าอุเทน,48030000,Tha Uthen,ที่ว่าการอำเภอท่าอุเทน นครพนม,17.556860610089167,104.6123793653115
บ้านแพง,บ้านแพง,นครพนม,Nakhon Phanom,บ้านแพง,48040000,Ban Phaeng,ที่ว่าการอำเภอบ้านแพง นครพนม,17.968144555063233,104.21578831919057
ธาตุพนม,ธาตุพนม,นครพนม,Nakhon Phanom,ธาตุพนม,48050000,That Phanom,ที่ว่าการอำเภอธาตุพนม นครพนม,16.936349017356804,104.70955754789712
เรณูนคร,เรณูนคร,นครพนม,Nakhon Phanom,เรณูนคร,48060000,Renu Nakhon,ที่ว่าการอำเภอเรณูนคร นครพนม,17.056293467897245,104.67976170119317
นาแก,นาแก,นครพนม,Nakhon Phanom,นาแก,48070000,Na Kae,ที่ว่าการอำเภอนาแก นครพนม,16.946530733342982,104.5008062082828
ศรีสงคราม,ศรีสงคราม,นครพนม,Nakhon Phanom,ศรีสงคราม,48080000,Si Songkhram,ที่ว่าการอำเภอศรีสงคราม นครพนม,17.627133271243146,104.25034585897859
นาหว้า,นาหว้า,นครพนม,Nakhon Phanom,นาหว้า,48090000,Na Wa,ที่ว่าการอำเภอนาหว้า นครพนม,17.489266353683053,104.10140805868639
โพนสวรรค์,โพนสวรรค์,นครพนม,Nakhon Phanom,โพนสวรรค์,48100000,Phon Sawan,ที่ว่าการอำเภอโพนสวรรค์ นครพนม,17.45602123472888,104.46880368097156
นาทม,นาทม,นครพนม,Nakhon Phanom,นาทม,48110000,Na Thom,ที่ว่าการอำเภอนาทม นครพนม,17.785315108301166,104.09060878693529
วังยาง,วังยาง,นครพนม,Nakhon Phanom,วังยาง,48120000,Wang Yang,ที่ว่าการอำเภอวังยาง นครพนม,17.06389930674837,104.45394551340593
เมืองมุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,Mukdahan,เมืองมุกดาหาร,49010000,Mueang Mukdahan,ที่ว่าการอำเภอเมืองมุกดาหาร มุกดาหาร,16.538160701989515,104.7148482743259
นิคมคำสร้อย,นิคมคำสร้อย,มุกดาหาร,Mukdahan,นิคมคำสร้อย,49020000,Nikhom Kham Soi,ที่ว่าการอำเภอนิคมคำสร้อย มุกดาหาร,16.37188196286953,104.55066408078014
ดอนตาล,ดอนตาล,มุกดาหาร,Mukdahan,ดอนตาล,49030000,Don Tan,ที่ว่าการอำเภอดอนตาล มุกดาหาร,16.316568851629654,104.92015990672547
ดงหลวง,ดงหลวง,มุกดาหาร,Mukdahan,ดงหลวง,49040000,Don Tan,ที่ว่าการอำเภอดงหลวง มุกดาหาร,16.81546272929609,104.5372612755469
คำชะอี,คำชะอี,มุกดาหาร,Mukdahan,คำชะอี,49050000,Khamcha-i,ที่ว่าการอำเภอคำชะอี มุกดาหาร,16.577188641432066,104.41940039689571
ว่านใหญ่,หว้านใหญ่,มุกดาหาร,Mukdahan,หว้านใหญ่,49060000,Wan Yai,ที่ว่าการอำเภอว่านใหญ่ มุกดาหาร,16.727654032393467,104.73891673556658
หนองสูง,หนองสูง,มุกดาหาร,Mukdahan,หนองสูง,49070000,Nong Sung,ที่ว่าการอำเภอหนองสูง มุกดาหาร,16.486839007003226,104.34416108455704
เมืองเชียงใหม่,เมืองเชียงใหม่,เชียงใหม่,Chiang Mai,เมืองเชียงใหม่,50010000,Mueang Chiang Mai,ที่ว่าการอำเภอเมืองเชียงใหม่ เชียงใหม่,18.836231071317634,98.97209817064035
จอมทอง,จอมทอง,เชียงใหม่,Chiang Mai,จอมทอง,50020000,Chom Thong,ที่ว่าการอำเภอจอมทอง เชียงใหม่,18.416829409224494,98.67599285703537
แม่แจ่ม,แม่แจ่ม,เชียงใหม่,Chiang Mai,แม่แจ่ม,50030000,Mae Chaem,ที่ว่าการอำเภอแม่แจ่ม เชียงใหม่,18.498981117858314,98.36211457629919
เชียงดาว,เชียงดาว,เชียงใหม่,Chiang Mai,เชียงดาว,50040000,Chiang Dao,ที่ว่าการอำเภอเชียงดาว เชียงใหม่,19.366154403743554,98.96396157406592
ดอยสะเก็ด,ดอยสะเก็ด,เชียงใหม่,Chiang Mai,ดอยสะเก็ด,50050000,Doi Saket,ที่ว่าการอำเภอดอยสะเก็ด เชียงใหม่,18.870856879484304,99.13637957986424
แม่แตง,แม่แตง,เชียงใหม่,Chiang Mai,แม่แตง,50060000,Mae Taeng,ที่ว่าการอำเภอแม่แตง เชียงใหม่,19.122009242931313,98.94345536391373
แม่ริม,แม่ริม,เชียงใหม่,Chiang Mai,แม่ริม,50070000,Mae Rim,ที่ว่าการอำเภอแม่ริม เชียงใหม่,18.91408686908599,98.94488836085308
สะเมิง,สะเมิง,เชียงใหม่,Chiang Mai,สะเมิง,50080000,Samoeng,ที่ว่าการอำเภอสะเมิง เชียงใหม่,18.848449679085356,98.7320689434859
ฝาง,ฝาง,เชียงใหม่,Chiang Mai,ฝาง,50090000,Fang,ที่ว่าการอำเภอฝาง เชียงใหม่,19.918852950445917,99.21336302150506
แม่อาย,แม่อาย,เชียงใหม่,Chiang Mai,แม่อาย,50100000,Mae Ai,ที่ว่าการอำเภอแม่อาย เชียงใหม่,20.031090240362236,99.28698414229575
พร้าว,พร้าว,เชียงใหม่,Chiang Mai,พร้าว,50110000,Phrao,ที่ว่าการอำเภอพร้าว เชียงใหม่,19.36566883370072,99.20222477349878
สันป่าตอง,สันป่าตอง,เชียงใหม่,Chiang Mai,สันป่าตอง,50120000,San Pa Tong,ที่ว่าการอำเภอสันป่าตอง เชียงใหม่,18.628535259578282,98.89572036880732
สันกำแพง,สันกำแพง,เชียงใหม่,Chiang Mai,สันกำแพง,50130000,San Kamphaeng,ที่ว่าการอำเภอสันกำแพง เชียงใหม่,18.738766455521713,99.15674537113317
สันทราย,สันทราย,เชียงใหม่,Chiang Mai,สันทราย,50140000,San Sai,ที่ว่าการอำเภอสันทราย เชียงใหม่,18.84864061622723,99.04506003555053
หางดง,หางดง,เชียงใหม่,Chiang Mai,หางดง,50150000,Hang Dong,ที่ว่าการอำเภอหางดง เชียงใหม่,18.686729214832106,98.91896918042747
ฮอด,ฮอด,เชียงใหม่,Chiang Mai,ฮอด,50160000,Hot,ที่ว่าการอำเภอฮอด เชียงใหม่,18.68672788193913,98.9189872504858
ดอยเต่า,ดอยเต่า,เชียงใหม่,Chiang Mai,ดอยเต่า,50170000,Doi Tao,ที่ว่าการอำเภอดอยเต่า เชียงใหม่,17.953534811966865,98.68489671721564
อมก๋อย,อมก๋อย,เชียงใหม่,Chiang Mai,อมก๋อย,50180000,Omkoi,ที่ว่าการอำเภออมก๋อย เชียงใหม่,17.800841937325014,98.35797247820933
สารภี,สารภี,เชียงใหม่,Chiang Mai,สารภี,50190000,Saraphi,ที่ว่าการอำเภอสารภี เชียงใหม่,18.713413605338868,99.03649192136429
เวียงแหง,เวียงแหง,เชียงใหม่,Chiang Mai,เวียงแหง,50200000,Wiang Haeng,ที่ว่าการอำเภอเวียงแหง เชียงใหม่,19.561368738463724,98.63729652535777
ไชยปราการ,ไชยปราการ,เชียงใหม่,Chiang Mai,ไชยปราการ,50210000,Chai Prakan,ที่ว่าการอำเภอไชยปราการ เชียงใหม่,19.732181241756003,99.14013056993265
แม่วาง,แม่วาง,เชียงใหม่,Chiang Mai,แม่วาง,50220000,Mae Wang,ที่ว่าการอำเภอแม่วาง เชียงใหม่,18.612474016135437,98.77494273556366
แม่ออน,แม่ออน,เชียงใหม่,Chiang Mai,แม่ออน,50230000,Mae On,ที่ว่าการอำเภอแม่ออน เชียงใหม่,18.77628902413593,99.24802801012042
ดอยหล่อ,ดอยหล่อ,เชียงใหม่,Chiang Mai,ดอยหล่อ,50240000,Doi Lo,ที่ว่าการอำเภอดอยหล่อ เชียงใหม่,18.474444467811438,98.78357020460594
กัลยาณิวัฒนา,กัลยาณิวัฒนา,เชียงใหม่,Chiang Mai,กัลยาณิวัฒนา,50250000,Kanlayaniwatthana,ที่ว่าการอำเภอกัลยาณิวัฒนา เชียงใหม่,19.046440826719586,98.28568649224431
เมืองลำพูน,เมืองลำพูน,ลำพูน,Lamphun,เมืองลำพูน,51010000,Mueang Lamphun,ที่ว่าการอำเภอเมืองลำพูน ลำพูน,18.578047075584994,99.01839267107401
แม่ทา,แม่ทา,ลำพูน,Lamphun,แม่ทา,51020000,Mae Tha,ที่ว่าการอำเภอแม่ทา ลำพูน,18.46173881026691,99.13432742533641
บ้านโฮ่ง,บ้านโฮ่ง,ลำพูน,Lamphun,บ้านโฮ่ง,51030000,Ban Hong,ที่ว่าการอำเภอบ้านโฮ่ง ลำพูน,18.33122400638468,98.81882626965492
ลี้,ลี้,ลำพูน,Lamphun,ลี้,51040000,Li,ที่ว่าการอำเภอลี้ ลำพูน,17.80270468435376,98.95057387596447
ทุ่งหัวช้าง,ทุ่งหัวช้าง,ลำพูน,Lamphun,ทุ่งหัวช้าง,51050000,Thung Hua Chang,ที่ว่าการอำเภอทุ่งหัวช้าง ลำพูน,18.002917201760937,99.02770738458756
ป่าซาง,ป่าซาง,ลำพูน,Lamphun,ป่าซาง,51060000,Pa Sang,ที่ว่าการอำเภอป่าซาง ลำพูน,18.52547175932861,98.9400480422597
บ้านธิ,บ้านธิ,ลำพูน,Lamphun,บ้านธิ,51070000,Ban Thi,ที่ว่าการอำเภอบ้านธิ ลำพูน,18.6321466999158,99.11659888627743
เวียงหนองล่อง,เวียงหนองล่อง,ลำพูน,Lamphun,เวียงหนองล่อง,51080000,Wiang Nong Long,ที่ว่าการอำเภอเวียงหนองล่อง ลำพูน,18.39323259613366,98.71857440378243
เมืองลำปาง,เมืองลำปาง,ลำปาง,Lampang,เมืองลำปาง,52010000,Mueang Lampang,ที่ว่าการอำเภอเมืองลำปาง ลำปาง,18.29185973088526,99.50464307539563
แม่เมาะ,แม่เมาะ,ลำปาง,Lampang,แม่เมาะ,52020000,Mae Mo,ที่ว่าการอำเภอแม่เมาะ ลำปาง,18.275521750113487,99.65058784864311
เกาะคา,เกาะคา,ลำปาง,Lampang,เกาะคา,52030000,Ko kha,ที่ว่าการอำเภอเกาะคา ลำปาง,18.19167566506604,99.39545806105701
เสริมงาม,เสริมงาม,ลำปาง,Lampang,เสริมงาม,52040000,Soem Ngam,ที่ว่าการอำเภอเสริมงาม ลำปาง,18.06551768602668,99.24637551718874
งาว,งาว,ลำปาง,Lampang,งาว,52050000,Ngao,ที่ว่าการอำเภองาว ลำปาง,18.77796092110379,99.97088937109046
แจ้ห่ม,แจ้ห่ม,ลำปาง,Lampang,แจ้ห่ม,52060000,Chae Hom,ที่ว่าการอำเภอแจ้ห่ม ลำปาง,18.712536030406277,99.55736068748114
วังเหนือ,วังเหนือ,ลำปาง,Lampang,วังเหนือ,52070000,Wang Nuea,ที่ว่าการอำเภอวังเหนือ ลำปาง,19.14581153418077,99.61932244450472
เถิน,เถิน,ลำปาง,Lampang,เถิน,52080000,Thoen,ที่ว่าการอำเภอเถิน ลำปาง,17.640633185114307,99.2416192787459
แม่พริก,แม่พริก,ลำปาง,Lampang,แม่พริก,52090000,Mae Phrik,ที่ว่าการอำเภอแม่พริก ลำปาง,17.446289452387916,99.15958296407072
แม่ทะ,แม่ทะ,ลำปาง,Lampang,แม่ทะ,52100000,Mae Tha,ที่ว่าการอำเภอแม่ทะ ลำปาง,18.134125720222162,99.51330192178033
สบปราบ,สบปราบ,ลำปาง,Lampang,สบปราบ,52110000,Sop Prap,ที่ว่าการอำเภอสบปราบ ลำปาง,17.880865619347855,99.33732955823183
ห้างฉัตร,ห้างฉัตร,ลำปาง,Lampang,ห้างฉัตร,52120000,Hang Chat,ที่ว่าการอำเภอห้างฉัตร ลำปาง,18.321569304268603,99.31760513920268
เมืองปาน,เมืองปาน,ลำปาง,Lampang,เมืองปาน,52130000,Mueang Pan,ที่ว่าการอำเภอเมืองปาน ลำปาง,18.77012030144111,99.49808051584712
เมืองอุตรดิตถ์,เมืองอุตรดิตถ์,อุตรดิตถ์,Uttaradit,เมืองอุตรดิตถ์,53010000,Mueang Uttaradit,ที่ว่าการอำเภอเมืองอุตรดิตถ์ อุตรดิตถ์,17.625797612738115,100.09684779870392
ตรอน,ตรอน,อุตรดิตถ์,Uttaradit,ตรอน,53020000,Tron,ที่ว่าการอำเภอตรอน อุตรดิตถ์,17.482260581950044,100.11275540172383
ท่าปลา,ท่าปลา,อุตรดิตถ์,Uttaradit,ท่าปลา,53030000,Tha Pla,ที่ว่าการอำเภอท่าปลา อุตรดิตถ์,17.792945818253447,100.37682256229803
น้ำปาด,น้ำปาด,อุตรดิตถ์,Uttaradit,น้ำปาด,53040000,Nam Pat,ที่ว่าการอำเภอน้ำปาด อุตรดิตถ์,17.72821089191351,100.68454085592755
ฟากท่า,ฟากท่า,อุตรดิตถ์,Uttaradit,ฟากท่า,53050000,Fak Tha,ที่ว่าการอำเภอฟากท่า อุตรดิตถ์,17.99213475236057,100.87894981165721
บ้านโคก,บ้านโคก,อุตรดิตถ์,Uttaradit,บ้านโคก,53060000,Ban Khok,ที่ว่าการอำเภอบ้านโคก อุตรดิตถ์,18.025512798854894,101.06787497109988
พิชัย,พิชัย,อุตรดิตถ์,Uttaradit,พิชัย,53070000,Phichai,ที่ว่าการอำเภอพิชัย อุตรดิตถ์,17.287041899986303,100.08749642876735
ลับแล,ลับแล,อุตรดิตถ์,Uttaradit,ลับแล,53080000,Laplae,ที่ว่าการอำเภอลับแล อุตรดิตถ์,17.651357406847197,100.03903690962848
ทองแสนขัน,ทองแสนขัน,อุตรดิตถ์,Uttaradit,ทองแสนขัน,53090000,Thong Saen Khan,ที่ว่าการอำเภอทองแสนขัน อุตรดิตถ์,17.475135083143954,100.33340398456646
เมืองแพร่,เมืองแพร่,แพร่,Phrae,เมืองแพร่,54010000,Mueang Phrae,ที่ว่าการอำเภอเมืองแพร่ แพร่,18.145433958204396,100.14136421413036
ร้องกวาง,ร้องกวาง,แพร่,Phrae,ร้องกวาง,54020000,Mueang Phrae,ที่ว่าการอำเภอร้องกวาง แพร่,18.339747292162567,100.31737600464848
ลอง,ลอง,แพร่,Phrae,ลอง,54030000,Long,ที่ว่าการอำเภอลอง แพร่,18.075644998939605,99.83235357598247
สูงเม่น,สูงเม่น,แพร่,Phrae,สูงเม่น,54040000,Sung Men,ที่ว่าการอำเภอสูงเม่น แพร่,18.051985722266064,100.11161093462314
เด่นชัย,เด่นชัย,แพร่,Phrae,เด่นชัย,54050000,Den Chai,ที่ว่าการอำเภอเด่นชัย แพร่,17.97857950880672,100.05834322739395
สอง,สอง,แพร่,Phrae,สอง,54060000,Song,ที่ว่าการอำเภอสอง แพร่,18.470027732110587,100.18338953232005
วังชิ้น,วังชิ้น,แพร่,Phrae,วังชิ้น,54070000,Wang Chin,ที่ว่าการอำเภอวังชิ้น แพร่,17.89474042713648,99.60390580929902
หนองม่วงไข่,หนองม่วงไข่,แพร่,Phrae,หนองม่วงไข่,54080000,Nong Muang Khai,ที่ว่าการอำเภอหนองม่วงไข่ แพร่,18.26465048783612,100.18962646798758
เมืองน่าน,เมืองน่าน,น่าน,Nan,เมืองน่าน,55010000,Mueang Nan,ที่ว่าการอำเภอเมืองน่าน น่าน,18.79365572157103,100.72946528458644
แม่จริม,แม่จริม,น่าน,Nan,แม่จริม,55020000,Mae Charim,ที่ว่าการอำเภอแม่จริม น่าน,18.706155394749207,101.00623701339079
บ้านหลวง,บ้านหลวง,น่าน,Nan,บ้านหลวง,55030000,Ban Luang,ที่ว่าการอำเภอบ้านหลวง น่าน,18.851352840242512,100.43841179344126
นาน้อย,นาน้อย,น่าน,Nan,นาน้อย,55040000,Na Noi,ที่ว่าการอำเภอนาน้อย น่าน,18.32573695384334,100.71462036239079
ปัว,ปัว,น่าน,Nan,ปัว,55050000,Pua,ที่ว่าการอำเภอปัว น่าน,19.17409686246692,100.91664580724805
ท่าวังผา,ท่าวังผา,น่าน,Nan,ท่าวังผา,55060000,Tha Wang Pha,ที่ว่าการอำเภอท่าวังผา น่าน,19.12171443155322,100.81078864225798
เวียงสา,เวียงสา,น่าน,Nan,เวียงสา,55070000,Wiang Sa,ที่ว่าการอำเภอเวียงสา น่าน,18.598102847130576,100.74010068455179
ทุ่งช้าง,ทุ่งช้าง,น่าน,Nan,ทุ่งช้าง,55080000,Thung Chang,ที่ว่าการอำเภอทุ่งช้าง น่าน,19.387154221650547,100.8758261710664
เชียงกลาง,เชียงกลาง,น่าน,Nan,เชียงกลาง,55090000,Chiang Klang,ที่ว่าการอำเภอเชียงกลาง น่าน,19.292721463148727,100.86148059991778
นาหมื่น,นาหมื่น,น่าน,Nan,นาหมื่น,55100000,Na Muen,ที่ว่าการอำเภอนาหมื่น น่าน,18.189258444530868,100.65874365963677
สันติสุข,สันติสุข,น่าน,Nan,สันติสุข,55110000,Santi Suk,ที่ว่าการอำเภอสันติสุข น่าน,18.913226409200995,100.94056235199048
บ่อเกลือ,บ่อเกลือ,น่าน,Nan,บ่อเกลือ,55120000,Bo Kluea,ที่ว่าการอำเภอบ่อเกลือ น่าน,19.148793675637293,101.15766734357996
สองแคว,สองแคว,น่าน,Nan,สองแคว,55130000,Song Khwae,ที่ว่าการอำเภอสองแคว น่าน,19.35964029814963,100.70050524396416
ภูเพียง,ภูเพียง,น่าน,Nan,ภูเพียง,55140000,Phu Phiang,ที่ว่าการอำเภอภูเพียง น่าน,18.742657274348375,100.79918755669127
เมืองพะเยา,เมืองพะเยา,พะเยา,Phayao,เมืองพะเยา,56010000,Mueang Phayao,ที่ว่าการอำเภอเมืองพะเยา พะเยา,19.191813280135236,99.87854495081588
