Amper1,Amper2,Adjacent
"('ราษีไศล', 'ศรีสะเกษ')","('บึงบูรพ์', 'ศรีสะเกษ')",1
"('ราษีไศล', 'ศรีสะเกษ')","('มหาชนะชัย', 'ยโสธร')",1
"('ราษีไศล', 'ศรีสะเกษ')","('ค้อวัง', 'ยโสธร')",1
"('ราษีไศล', 'ศรีสะเกษ')","('โพนทราย', 'ร้อยเอ็ด')",1
"('อุทุมพรพิสัย', 'ศรีสะเกษ')","('เมืองศรีสะเกษ', 'ศรีสะเกษ')",1
"('อุทุมพรพิสัย', 'ศรีสะเกษ')","('วังหิน', 'ศรีสะเกษ')",1
"('อุทุมพรพิสัย', 'ศรีสะเกษ')","('เมืองจันทร์', 'ศรีสะเกษ')",1
"('อุทุมพรพิสัย', 'ศรีสะเกษ')","('โพธิ์ศรีสุวรรณ', 'ศรีสะเกษ')",1
"('อุทุมพรพิสัย', 'ศรีสะเกษ')","('ปรางค์กู่', 'ศรีสะเกษ')",1
"('อุทุมพรพิสัย', 'ศรีสะเกษ')","('ราษีไศล', 'ศรีสะเกษ')",1
"('อุทุมพรพิสัย', 'ศรีสะเกษ')","('บึงบูรพ์', 'ศรีสะเกษ')",1
"('อุทุมพรพิสัย', 'ศรีสะเกษ')","('ห้วยทับทัน', 'ศรีสะเกษ')",1
"('บึงบูรพ์', 'ศรีสะเกษ')","('เมืองจันทร์', 'ศรีสะเกษ')",1
"('บึงบูรพ์', 'ศรีสะเกษ')","('โพธิ์ศรีสุวรรณ', 'ศรีสะเกษ')",1
"('บึงบูรพ์', 'ศรีสะเกษ')","('รัตนบุรี', 'สุรินทร์')",1
"('บึงบูรพ์', 'ศรีสะเกษ')","('ราษีไศล', 'ศรีสะเกษ')",1
"('บึงบูรพ์', 'ศรีสะเกษ')","('อุทุมพรพิสัย', 'ศรีสะเกษ')",1
"('ห้วยทับทัน', 'ศรีสะเกษ')","('สำโรงทาบ', 'สุรินทร์')",1
"('ห้วยทับทัน', 'ศรีสะเกษ')","('โนนนารายณ์', 'สุรินทร์')",1
"('ห้วยทับทัน', 'ศรีสะเกษ')","('วังหิน', 'ศรีสะเกษ')",1
"('ห้วยทับทัน', 'ศรีสะเกษ')","('เมืองจันทร์', 'ศรีสะเกษ')",1
"('ห้วยทับทัน', 'ศรีสะเกษ')","('โพธิ์ศรีสุวรรณ', 'ศรีสะเกษ')",1
"('ห้วยทับทัน', 'ศรีสะเกษ')","('ปรางค์กู่', 'ศรีสะเกษ')",1
"('ห้วยทับทัน', 'ศรีสะเกษ')","('อุทุมพรพิสัย', 'ศรีสะเกษ')",1
"('โนนคูณ', 'ศรีสะเกษ')","('น้ำเกลี้ยง', 'ศรีสะเกษ')",1
"('โนนคูณ', 'ศรีสะเกษ')","('เบญจลักษ์', 'ศรีสะเกษ')",1
"('โนนคูณ', 'ศรีสะเกษ')","('เดชอุดม', 'อุบลราชธานี')",1
"('โนนคูณ', 'ศรีสะเกษ')","('สำโรง', 'อุบลราชธานี')",1
"('โนนคูณ', 'ศรีสะเกษ')","('ทุ่งศรีอุดม', 'อุบลราชธานี')",1
"('โนนคูณ', 'ศรีสะเกษ')","('กันทรารมย์', 'ศรีสะเกษ')",1
"('โนนคูณ', 'ศรีสะเกษ')","('ศรีรัตนะ', 'ศรีสะเกษ')",1
"('ศรีรัตนะ', 'ศรีสะเกษ')","('น้ำเกลี้ยง', 'ศรีสะเกษ')",1
"('ศรีรัตนะ', 'ศรีสะเกษ')","('เบญจลักษ์', 'ศรีสะเกษ')",1
"('ศรีรัตนะ', 'ศรีสะเกษ')","('พยุห์', 'ศรีสะเกษ')",1
"('ศรีรัตนะ', 'ศรีสะเกษ')","('กันทรลักษ์', 'ศรีสะเกษ')",1
"('ศรีรัตนะ', 'ศรีสะเกษ')","('ไพรบึง', 'ศรีสะเกษ')",1
"('ศรีรัตนะ', 'ศรีสะเกษ')","('ขุนหาญ', 'ศรีสะเกษ')",1
"('ศรีรัตนะ', 'ศรีสะเกษ')","('โนนคูณ', 'ศรีสะเกษ')",1
