,site1,site2,value
331,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')",1
332,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('บางขุนเทียน', 'กรุงเทพมหานคร')",1
333,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('ภาษีเจริญ', 'กรุงเทพมหานคร')",1
334,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('หนองแขม', 'กรุงเทพมหานคร')",1
335,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')",1
336,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('บางคอแหลม', 'กรุงเทพมหานคร')",1
337,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('จอมทอง', 'กรุงเทพมหานคร')",1
338,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('บางแค', 'กรุงเทพมหานคร')",1
339,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('ทุ่งครุ', 'กรุงเทพมหานคร')",1
340,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('บางบอน', 'กรุงเทพมหานคร')",1
341,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('พระสมุทรเจดีย์', 'สมุทรปราการ')",1
342,"('บางขุนเทียน', 'กรุงเทพมหานคร')","('เมืองสมุทรสาคร', 'สมุทรสาคร')",1
343,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('พระนคร', 'กรุงเทพมหานคร')",1
344,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')",1
345,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('บางกอกใหญ่', 'กรุงเทพมหานคร')",1
346,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('ตลิ่งชัน', 'กรุงเทพมหานคร')",1
347,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('บางกอกน้อย', 'กรุงเทพมหานคร')",1
348,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('บางขุนเทียน', 'กรุงเทพมหานคร')",1
349,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('ภาษีเจริญ', 'กรุงเทพมหานคร')",1
350,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')",1
351,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('บางพลัด', 'กรุงเทพมหานคร')",1
352,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('บางคอแหลม', 'กรุงเทพมหานคร')",1
353,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('จอมทอง', 'กรุงเทพมหานคร')",1
354,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('บางแค', 'กรุงเทพมหานคร')",1
355,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('ทวีวัฒนา', 'กรุงเทพมหานคร')",1
356,"('ภาษีเจริญ', 'กรุงเทพมหานคร')","('บางบอน', 'กรุงเทพมหานคร')",1
357,"('หนองแขม', 'กรุงเทพมหานคร')","('บางขุนเทียน', 'กรุงเทพมหานคร')",1
358,"('หนองแขม', 'กรุงเทพมหานคร')","('หนองแขม', 'กรุงเทพมหานคร')",1
359,"('หนองแขม', 'กรุงเทพมหานคร')","('บางแค', 'กรุงเทพมหานคร')",1
360,"('หนองแขม', 'กรุงเทพมหานคร')","('ทวีวัฒนา', 'กรุงเทพมหานคร')",1
361,"('หนองแขม', 'กรุงเทพมหานคร')","('บางบอน', 'กรุงเทพมหานคร')",1
362,"('หนองแขม', 'กรุงเทพมหานคร')","('กระทุ่มแบน', 'สมุทรสาคร')",1
363,"('หนองแขม', 'กรุงเทพมหานคร')","('สามพราน', 'นครปฐม')",1
364,"('หนองแขม', 'กรุงเทพมหานคร')","('เมืองสมุทรสาคร', 'สมุทรสาคร')",1
365,"('ดอนเมือง', 'กรุงเทพมหานคร')","('บางเขน', 'กรุงเทพมหานคร')",1
366,"('ดอนเมือง', 'กรุงเทพมหานคร')","('ดอนเมือง', 'กรุงเทพมหานคร')",1
367,"('ดอนเมือง', 'กรุงเทพมหานคร')","('หลักสี่', 'กรุงเทพมหานคร')",1
368,"('ดอนเมือง', 'กรุงเทพมหานคร')","('สายไหม', 'กรุงเทพมหานคร')",1
369,"('ดอนเมือง', 'กรุงเทพมหานคร')","('เมืองนนทบุรี', 'นนทบุรี')",1
370,"('ดอนเมือง', 'กรุงเทพมหานคร')","('ปากเกร็ด', 'นนทบุรี')",1
371,"('ดอนเมือง', 'กรุงเทพมหานคร')","('เมืองปทุมธานี', 'ปทุมธานี')",1
372,"('ดอนเมือง', 'กรุงเทพมหานคร')","('ธัญบุรี', 'ปทุมธานี')",1
373,"('ดอนเมือง', 'กรุงเทพมหานคร')","('ลำลูกกา', 'ปทุมธานี')",1
374,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('ยานนาวา', 'กรุงเทพมหานคร')",1
375,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')",1
376,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('คลองสาน', 'กรุงเทพมหานคร')",1
377,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('บางขุนเทียน', 'กรุงเทพมหานคร')",1
378,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('ภาษีเจริญ', 'กรุงเทพมหานคร')",1
379,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')",1
380,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('สาทร', 'กรุงเทพมหานคร')",1
381,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('บางคอแหลม', 'กรุงเทพมหานคร')",1
382,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('จอมทอง', 'กรุงเทพมหานคร')",1
383,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('ทุ่งครุ', 'กรุงเทพมหานคร')",1
384,"('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')","('พระประแดง', 'สมุทรปราการ')",1
385,"('บางพลัด', 'กรุงเทพมหานคร')","('พระนคร', 'กรุงเทพมหานคร')",1
386,"('บางพลัด', 'กรุงเทพมหานคร')","('ดุสิต', 'กรุงเทพมหานคร')",1
387,"('บางพลัด', 'กรุงเทพมหานคร')","('พญาไท', 'กรุงเทพมหานคร')",1
388,"('บางพลัด', 'กรุงเทพมหานคร')","('ปทุมวัน', 'กรุงเทพมหานคร')",1
389,"('บางพลัด', 'กรุงเทพมหานคร')","('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')",1
390,"('บางพลัด', 'กรุงเทพมหานคร')","('สัมพันธวงศ์', 'กรุงเทพมหานคร')",1
391,"('บางพลัด', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')",1
392,"('บางพลัด', 'กรุงเทพมหานคร')","('บางกอกใหญ่', 'กรุงเทพมหานคร')",1
393,"('บางพลัด', 'กรุงเทพมหานคร')","('ตลิ่งชัน', 'กรุงเทพมหานคร')",1
394,"('บางพลัด', 'กรุงเทพมหานคร')","('บางกอกน้อย', 'กรุงเทพมหานคร')",1
395,"('บางพลัด', 'กรุงเทพมหานคร')","('ภาษีเจริญ', 'กรุงเทพมหานคร')",1
396,"('บางพลัด', 'กรุงเทพมหานคร')","('บางพลัด', 'กรุงเทพมหานคร')",1
397,"('บางพลัด', 'กรุงเทพมหานคร')","('บางซื่อ', 'กรุงเทพมหานคร')",1
398,"('บางพลัด', 'กรุงเทพมหานคร')","('จตุจักร', 'กรุงเทพมหานคร')",1
399,"('บางพลัด', 'กรุงเทพมหานคร')","('ราชเทวี', 'กรุงเทพมหานคร')",1
400,"('บางพลัด', 'กรุงเทพมหานคร')","('เมืองนนทบุรี', 'นนทบุรี')",1
401,"('บางพลัด', 'กรุงเทพมหานคร')","('บางกรวย', 'นนทบุรี')",1
402,"('บางพลัด', 'กรุงเทพมหานคร')","('บางใหญ่', 'นนทบุรี')",1
403,"('ดินแดง', 'กรุงเทพมหานคร')","('ดุสิต', 'กรุงเทพมหานคร')",1
404,"('ดินแดง', 'กรุงเทพมหานคร')","('บางรัก', 'กรุงเทพมหานคร')",1
405,"('ดินแดง', 'กรุงเทพมหานคร')","('พญาไท', 'กรุงเทพมหานคร')",1
406,"('ดินแดง', 'กรุงเทพมหานคร')","('คลองเตย', 'กรุงเทพมหานคร')",1
407,"('ดินแดง', 'กรุงเทพมหานคร')","('ปทุมวัน', 'กรุงเทพมหานคร')",1
408,"('ดินแดง', 'กรุงเทพมหานคร')","('ห้วยขวาง', 'กรุงเทพมหานคร')",1
409,"('ดินแดง', 'กรุงเทพมหานคร')","('ดินแดง', 'กรุงเทพมหานคร')",1
410,"('ดินแดง', 'กรุงเทพมหานคร')","('บางซื่อ', 'กรุงเทพมหานคร')",1
411,"('ดินแดง', 'กรุงเทพมหานคร')","('จตุจักร', 'กรุงเทพมหานคร')",1
412,"('ดินแดง', 'กรุงเทพมหานคร')","('ราชเทวี', 'กรุงเทพมหานคร')",1
413,"('ดินแดง', 'กรุงเทพมหานคร')","('ลาดพร้าว', 'กรุงเทพมหานคร')",1
414,"('ดินแดง', 'กรุงเทพมหานคร')","('วัฒนา', 'กรุงเทพมหานคร')",1
415,"('ดินแดง', 'กรุงเทพมหานคร')","('วังทองหลาง', 'กรุงเทพมหานคร')",1
416,"('ดินแดง', 'กรุงเทพมหานคร')","('เมืองนนทบุรี', 'นนทบุรี')",1
417,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('บางเขน', 'กรุงเทพมหานคร')",1
418,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('บางกะปิ', 'กรุงเทพมหานคร')",1
419,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('ห้วยขวาง', 'กรุงเทพมหานคร')",1
420,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('บึงกุ่ม', 'กรุงเทพมหานคร')",1
421,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('ลาดพร้าว', 'กรุงเทพมหานคร')",1
422,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('คันนายาว', 'กรุงเทพมหานคร')",1
423,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('สะพานสูง', 'กรุงเทพมหานคร')",1
424,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('วังทองหลาง', 'กรุงเทพมหานคร')",1
425,"('บึงกุ่ม', 'กรุงเทพมหานคร')","('คลองสามวา', 'กรุงเทพมหานคร')",1
426,"('สาทร', 'กรุงเทพมหานคร')","('พระนคร', 'กรุงเทพมหานคร')",1
427,"('สาทร', 'กรุงเทพมหานคร')","('บางรัก', 'กรุงเทพมหานคร')",1
428,"('สาทร', 'กรุงเทพมหานคร')","('คลองเตย', 'กรุงเทพมหานคร')",1
429,"('สาทร', 'กรุงเทพมหานคร')","('ปทุมวัน', 'กรุงเทพมหานคร')",1
430,"('สาทร', 'กรุงเทพมหานคร')","('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')",1
431,"('สาทร', 'กรุงเทพมหานคร')","('สัมพันธวงศ์', 'กรุงเทพมหานคร')",1
432,"('สาทร', 'กรุงเทพมหานคร')","('ยานนาวา', 'กรุงเทพมหานคร')",1
433,"('สาทร', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')",1
434,"('สาทร', 'กรุงเทพมหานคร')","('บางกอกใหญ่', 'กรุงเทพมหานคร')",1
435,"('สาทร', 'กรุงเทพมหานคร')","('ห้วยขวาง', 'กรุงเทพมหานคร')",1
436,"('สาทร', 'กรุงเทพมหานคร')","('คลองสาน', 'กรุงเทพมหานคร')",1
437,"('สาทร', 'กรุงเทพมหานคร')","('บางกอกน้อย', 'กรุงเทพมหานคร')",1
438,"('สาทร', 'กรุงเทพมหานคร')","('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')",1
439,"('สาทร', 'กรุงเทพมหานคร')","('สาทร', 'กรุงเทพมหานคร')",1
440,"('สาทร', 'กรุงเทพมหานคร')","('บางคอแหลม', 'กรุงเทพมหานคร')",1
441,"('สาทร', 'กรุงเทพมหานคร')","('จอมทอง', 'กรุงเทพมหานคร')",1
442,"('สาทร', 'กรุงเทพมหานคร')","('วัฒนา', 'กรุงเทพมหานคร')",1
443,"('สาทร', 'กรุงเทพมหานคร')","('พระประแดง', 'สมุทรปราการ')",1
444,"('บางซื่อ', 'กรุงเทพมหานคร')","('ดุสิต', 'กรุงเทพมหานคร')",1
445,"('บางซื่อ', 'กรุงเทพมหานคร')","('พญาไท', 'กรุงเทพมหานคร')",1
446,"('บางซื่อ', 'กรุงเทพมหานคร')","('ห้วยขวาง', 'กรุงเทพมหานคร')",1
447,"('บางซื่อ', 'กรุงเทพมหานคร')","('บางกอกน้อย', 'กรุงเทพมหานคร')",1
448,"('บางซื่อ', 'กรุงเทพมหานคร')","('บางพลัด', 'กรุงเทพมหานคร')",1
449,"('บางซื่อ', 'กรุงเทพมหานคร')","('ดินแดง', 'กรุงเทพมหานคร')",1
450,"('บางซื่อ', 'กรุงเทพมหานคร')","('บางซื่อ', 'กรุงเทพมหานคร')",1
451,"('บางซื่อ', 'กรุงเทพมหานคร')","('จตุจักร', 'กรุงเทพมหานคร')",1
452,"('บางซื่อ', 'กรุงเทพมหานคร')","('หลักสี่', 'กรุงเทพมหานคร')",1
453,"('บางซื่อ', 'กรุงเทพมหานคร')","('เมืองนนทบุรี', 'นนทบุรี')",1
454,"('บางซื่อ', 'กรุงเทพมหานคร')","('บางกรวย', 'นนทบุรี')",1
455,"('จตุจักร', 'กรุงเทพมหานคร')","('ดุสิต', 'กรุงเทพมหานคร')",1
456,"('จตุจักร', 'กรุงเทพมหานคร')","('พญาไท', 'กรุงเทพมหานคร')",1
457,"('จตุจักร', 'กรุงเทพมหานคร')","('บางเขน', 'กรุงเทพมหานคร')",1
458,"('จตุจักร', 'กรุงเทพมหานคร')","('บางกะปิ', 'กรุงเทพมหานคร')",1
459,"('จตุจักร', 'กรุงเทพมหานคร')","('ห้วยขวาง', 'กรุงเทพมหานคร')",1
460,"('จตุจักร', 'กรุงเทพมหานคร')","('บางพลัด', 'กรุงเทพมหานคร')",1
461,"('จตุจักร', 'กรุงเทพมหานคร')","('ดินแดง', 'กรุงเทพมหานคร')",1
462,"('จตุจักร', 'กรุงเทพมหานคร')","('บางซื่อ', 'กรุงเทพมหานคร')",1
463,"('จตุจักร', 'กรุงเทพมหานคร')","('จตุจักร', 'กรุงเทพมหานคร')",1
464,"('จตุจักร', 'กรุงเทพมหานคร')","('ลาดพร้าว', 'กรุงเทพมหานคร')",1
465,"('จตุจักร', 'กรุงเทพมหานคร')","('หลักสี่', 'กรุงเทพมหานคร')",1
466,"('จตุจักร', 'กรุงเทพมหานคร')","('สายไหม', 'กรุงเทพมหานคร')",1
467,"('จตุจักร', 'กรุงเทพมหานคร')","('วังทองหลาง', 'กรุงเทพมหานคร')",1
468,"('จตุจักร', 'กรุงเทพมหานคร')","('เมืองนนทบุรี', 'นนทบุรี')",1
469,"('จตุจักร', 'กรุงเทพมหานคร')","('ปากเกร็ด', 'นนทบุรี')",1
470,"('บางคอแหลม', 'กรุงเทพมหานคร')","('บางรัก', 'กรุงเทพมหานคร')",1
471,"('บางคอแหลม', 'กรุงเทพมหานคร')","('คลองเตย', 'กรุงเทพมหานคร')",1
472,"('บางคอแหลม', 'กรุงเทพมหานคร')","('ปทุมวัน', 'กรุงเทพมหานคร')",1
473,"('บางคอแหลม', 'กรุงเทพมหานคร')","('สัมพันธวงศ์', 'กรุงเทพมหานคร')",1
474,"('บางคอแหลม', 'กรุงเทพมหานคร')","('ยานนาวา', 'กรุงเทพมหานคร')",1
475,"('บางคอแหลม', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')",1
476,"('บางคอแหลม', 'กรุงเทพมหานคร')","('บางกอกใหญ่', 'กรุงเทพมหานคร')",1
477,"('บางคอแหลม', 'กรุงเทพมหานคร')","('คลองสาน', 'กรุงเทพมหานคร')",1
478,"('บางคอแหลม', 'กรุงเทพมหานคร')","('บางขุนเทียน', 'กรุงเทพมหานคร')",1
479,"('บางคอแหลม', 'กรุงเทพมหานคร')","('ภาษีเจริญ', 'กรุงเทพมหานคร')",1
480,"('บางคอแหลม', 'กรุงเทพมหานคร')","('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')",1
481,"('บางคอแหลม', 'กรุงเทพมหานคร')","('สาทร', 'กรุงเทพมหานคร')",1
482,"('บางคอแหลม', 'กรุงเทพมหานคร')","('บางคอแหลม', 'กรุงเทพมหานคร')",1
483,"('บางคอแหลม', 'กรุงเทพมหานคร')","('จอมทอง', 'กรุงเทพมหานคร')",1
484,"('บางคอแหลม', 'กรุงเทพมหานคร')","('วัฒนา', 'กรุงเทพมหานคร')",1
485,"('บางคอแหลม', 'กรุงเทพมหานคร')","('ทุ่งครุ', 'กรุงเทพมหานคร')",1
486,"('บางคอแหลม', 'กรุงเทพมหานคร')","('เมืองสมุทรปราการ', 'สมุทรปราการ')",1
487,"('บางคอแหลม', 'กรุงเทพมหานคร')","('พระประแดง', 'สมุทรปราการ')",1
488,"('ประเวศ', 'กรุงเทพมหานคร')","('พระโขนง', 'กรุงเทพมหานคร')",1
489,"('ประเวศ', 'กรุงเทพมหานคร')","('บางกะปิ', 'กรุงเทพมหานคร')",1
490,"('ประเวศ', 'กรุงเทพมหานคร')","('ลาดกระบัง', 'กรุงเทพมหานคร')",1
491,"('ประเวศ', 'กรุงเทพมหานคร')","('ประเวศ', 'กรุงเทพมหานคร')",1
492,"('ประเวศ', 'กรุงเทพมหานคร')","('สวนหลวง', 'กรุงเทพมหานคร')",1
493,"('ประเวศ', 'กรุงเทพมหานคร')","('สะพานสูง', 'กรุงเทพมหานคร')",1
494,"('ประเวศ', 'กรุงเทพมหานคร')","('วังทองหลาง', 'กรุงเทพมหานคร')",1
495,"('ประเวศ', 'กรุงเทพมหานคร')","('บางนา', 'กรุงเทพมหานคร')",1
496,"('ประเวศ', 'กรุงเทพมหานคร')","('เมืองสมุทรปราการ', 'สมุทรปราการ')",1
497,"('ประเวศ', 'กรุงเทพมหานคร')","('บางพลี', 'สมุทรปราการ')",1
498,"('สวนหลวง', 'กรุงเทพมหานคร')","('คลองเตย', 'กรุงเทพมหานคร')",1
499,"('สวนหลวง', 'กรุงเทพมหานคร')","('พระโขนง', 'กรุงเทพมหานคร')",1
500,"('สวนหลวง', 'กรุงเทพมหานคร')","('บางกะปิ', 'กรุงเทพมหานคร')",1
501,"('สวนหลวง', 'กรุงเทพมหานคร')","('ห้วยขวาง', 'กรุงเทพมหานคร')",1
502,"('สวนหลวง', 'กรุงเทพมหานคร')","('ประเวศ', 'กรุงเทพมหานคร')",1
503,"('สวนหลวง', 'กรุงเทพมหานคร')","('สวนหลวง', 'กรุงเทพมหานคร')",1
504,"('สวนหลวง', 'กรุงเทพมหานคร')","('วัฒนา', 'กรุงเทพมหานคร')",1
505,"('สวนหลวง', 'กรุงเทพมหานคร')","('สะพานสูง', 'กรุงเทพมหานคร')",1
506,"('สวนหลวง', 'กรุงเทพมหานคร')","('วังทองหลาง', 'กรุงเทพมหานคร')",1
507,"('สวนหลวง', 'กรุงเทพมหานคร')","('บางนา', 'กรุงเทพมหานคร')",1
508,"('สวนหลวง', 'กรุงเทพมหานคร')","('บางพลี', 'สมุทรปราการ')",1
509,"('สวนหลวง', 'กรุงเทพมหานคร')","('พระประแดง', 'สมุทรปราการ')",1
510,"('จอมทอง', 'กรุงเทพมหานคร')","('สัมพันธวงศ์', 'กรุงเทพมหานคร')",1
511,"('จอมทอง', 'กรุงเทพมหานคร')","('ธนบุรี', 'กรุงเทพมหานคร')",1
512,"('จอมทอง', 'กรุงเทพมหานคร')","('บางกอกใหญ่', 'กรุงเทพมหานคร')",1
513,"('จอมทอง', 'กรุงเทพมหานคร')","('คลองสาน', 'กรุงเทพมหานคร')",1
514,"('จอมทอง', 'กรุงเทพมหานคร')","('บางขุนเทียน', 'กรุงเทพมหานคร')",1
515,"('จอมทอง', 'กรุงเทพมหานคร')","('ภาษีเจริญ', 'กรุงเทพมหานคร')",1
516,"('จอมทอง', 'กรุงเทพมหานคร')","('ราษฎร์บูรณะ', 'กรุงเทพมหานคร')",1
517,"('จอมทอง', 'กรุงเทพมหานคร')","('สาทร', 'กรุงเทพมหานคร')",1
518,"('จอมทอง', 'กรุงเทพมหานคร')","('บางคอแหลม', 'กรุงเทพมหานคร')",1
519,"('จอมทอง', 'กรุงเทพมหานคร')","('จอมทอง', 'กรุงเทพมหานคร')",1
520,"('จอมทอง', 'กรุงเทพมหานคร')","('บางแค', 'กรุงเทพมหานคร')",1
521,"('จอมทอง', 'กรุงเทพมหานคร')","('ทุ่งครุ', 'กรุงเทพมหานคร')",1
522,"('จอมทอง', 'กรุงเทพมหานคร')","('บางบอน', 'กรุงเทพมหานคร')",1
523,"('จอมทอง', 'กรุงเทพมหานคร')","('เมืองสมุทรสาคร', 'สมุทรสาคร')",1
524,"('ราชเทวี', 'กรุงเทพมหานคร')","('พระนคร', 'กรุงเทพมหานคร')",1
525,"('ราชเทวี', 'กรุงเทพมหานคร')","('ดุสิต', 'กรุงเทพมหานคร')",1
526,"('ราชเทวี', 'กรุงเทพมหานคร')","('บางรัก', 'กรุงเทพมหานคร')",1
527,"('ราชเทวี', 'กรุงเทพมหานคร')","('พญาไท', 'กรุงเทพมหานคร')",1
528,"('ราชเทวี', 'กรุงเทพมหานคร')","('คลองเตย', 'กรุงเทพมหานคร')",1
529,"('ราชเทวี', 'กรุงเทพมหานคร')","('ปทุมวัน', 'กรุงเทพมหานคร')",1
530,"('ราชเทวี', 'กรุงเทพมหานคร')","('ป้อมปราบศัตรูพ่าย', 'กรุงเทพมหานคร')",1
531,"('ราชเทวี', 'กรุงเทพมหานคร')","('สัมพันธวงศ์', 'กรุงเทพมหานคร')",1
532,"('ราชเทวี', 'กรุงเทพมหานคร')","('ห้วยขวาง', 'กรุงเทพมหานคร')",1
533,"('ราชเทวี', 'กรุงเทพมหานคร')","('คลองสาน', 'กรุงเทพมหานคร')",1
534,"('ราชเทวี', 'กรุงเทพมหานคร')","('บางพลัด', 'กรุงเทพมหานคร')",1
535,"('ราชเทวี', 'กรุงเทพมหานคร')","('ดินแดง', 'กรุงเทพมหานคร')",1
536,"('ราชเทวี', 'กรุงเทพมหานคร')","('ราชเทวี', 'กรุงเทพมหานคร')",1
537,"('ราชเทวี', 'กรุงเทพมหานคร')","('วัฒนา', 'กรุงเทพมหานคร')",1
538,"('ราชเทวี', 'กรุงเทพมหานคร')","('บางกรวย', 'นนทบุรี')",1
539,"('ลาดพร้าว', 'กรุงเทพมหานคร')","('บางเขน', 'กรุงเทพมหานคร')",1
540,"('ลาดพร้าว', 'กรุงเทพมหานคร')","('บางกะปิ', 'กรุงเทพมหานคร')",1
541,"('ลาดพร้าว', 'กรุงเทพมหานคร')","('ห้วยขวาง', 'กรุงเทพมหานคร')",1
542,"('ลาดพร้าว', 'กรุงเทพมหานคร')","('ดินแดง', 'กรุงเทพมหานคร')",1
543,"('ลาดพร้าว', 'กรุงเทพมหานคร')","('บึงกุ่ม', 'กรุงเทพมหานคร')",1
544,"('ลาดพร้าว', 'กรุงเทพมหานคร')","('จตุจักร', 'กรุงเทพมหานคร')",1
545,"('ลาดพร้าว', 'กรุงเทพมหานคร')","('ลาดพร้าว', 'กรุงเทพมหานคร')",1
546,"('ลาดพร้าว', 'กรุงเทพมหานคร')","('หลักสี่', 'กรุงเทพมหานคร')",1
547,"('ลาดพร้าว', 'กรุงเทพมหานคร')","('คันนายาว', 'กรุงเทพมหานคร')",1
548,"('ลาดพร้าว', 'กรุงเทพมหานคร')","('วังทองหลาง', 'กรุงเทพมหานคร')",1
549,"('วัฒนา', 'กรุงเทพมหานคร')","('ดุสิต', 'กรุงเทพมหานคร')",1
550,"('วัฒนา', 'กรุงเทพมหานคร')","('บางรัก', 'กรุงเทพมหานคร')",1
551,"('วัฒนา', 'กรุงเทพมหานคร')","('พญาไท', 'กรุงเทพมหานคร')",1
552,"('วัฒนา', 'กรุงเทพมหานคร')","('คลองเตย', 'กรุงเทพมหานคร')",1
553,"('วัฒนา', 'กรุงเทพมหานคร')","('พระโขนง', 'กรุงเทพมหานคร')",1
554,"('วัฒนา', 'กรุงเทพมหานคร')","('บางกะปิ', 'กรุงเทพมหานคร')",1
555,"('วัฒนา', 'กรุงเทพมหานคร')","('ปทุมวัน', 'กรุงเทพมหานคร')",1
556,"('วัฒนา', 'กรุงเทพมหานคร')","('ยานนาวา', 'กรุงเทพมหานคร')",1
557,"('วัฒนา', 'กรุงเทพมหานคร')","('ห้วยขวาง', 'กรุงเทพมหานคร')",1
558,"('วัฒนา', 'กรุงเทพมหานคร')","('ดินแดง', 'กรุงเทพมหานคร')",1
559,"('วัฒนา', 'กรุงเทพมหานคร')","('สาทร', 'กรุงเทพมหานคร')",1
560,"('วัฒนา', 'กรุงเทพมหานคร')","('บางคอแหลม', 'กรุงเทพมหานคร')",1
561,"('วัฒนา', 'กรุงเทพมหานคร')","('สวนหลวง', 'กรุงเทพมหานคร')",1
562,"('วัฒนา', 'กรุงเทพมหานคร')","('ราชเทวี', 'กรุงเทพมหานคร')",1
563,"('วัฒนา', 'กรุงเทพมหานคร')","('วัฒนา', 'กรุงเทพมหานคร')",1
564,"('วัฒนา', 'กรุงเทพมหานคร')","('วังทองหลาง', 'กรุงเทพมหานคร')",1
565,"('วัฒนา', 'กรุงเทพมหานคร')","('พระประแดง', 'สมุทรปราการ')",1
566,"('บางแค', 'กรุงเทพมหานคร')","('ตลิ่งชัน', 'กรุงเทพมหานคร')",1
567,"('บางแค', 'กรุงเทพมหานคร')","('บางขุนเทียน', 'กรุงเทพมหานคร')",1
568,"('บางแค', 'กรุงเทพมหานคร')","('ภาษีเจริญ', 'กรุงเทพมหานคร')",1
569,"('บางแค', 'กรุงเทพมหานคร')","('หนองแขม', 'กรุงเทพมหานคร')",1
570,"('บางแค', 'กรุงเทพมหานคร')","('จอมทอง', 'กรุงเทพมหานคร')",1
571,"('บางแค', 'กรุงเทพมหานคร')","('บางแค', 'กรุงเทพมหานคร')",1
572,"('บางแค', 'กรุงเทพมหานคร')","('ทวีวัฒนา', 'กรุงเทพมหานคร')",1
573,"('บางแค', 'กรุงเทพมหานคร')","('บางบอน', 'กรุงเทพมหานคร')",1
574,"('บางแค', 'กรุงเทพมหานคร')","('กระทุ่มแบน', 'สมุทรสาคร')",1
575,"('บางแค', 'กรุงเทพมหานคร')","('สามพราน', 'นครปฐม')",1
576,"('หลักสี่', 'กรุงเทพมหานคร')","('บางเขน', 'กรุงเทพมหานคร')",1
577,"('หลักสี่', 'กรุงเทพมหานคร')","('ดอนเมือง', 'กรุงเทพมหานคร')",1
578,"('หลักสี่', 'กรุงเทพมหานคร')","('บางซื่อ', 'กรุงเทพมหานคร')",1
579,"('หลักสี่', 'กรุงเทพมหานคร')","('จตุจักร', 'กรุงเทพมหานคร')",1
580,"('หลักสี่', 'กรุงเทพมหานคร')","('ลาดพร้าว', 'กรุงเทพมหานคร')",1
581,"('หลักสี่', 'กรุงเทพมหานคร')","('หลักสี่', 'กรุงเทพมหานคร')",1
582,"('หลักสี่', 'กรุงเทพมหานคร')","('สายไหม', 'กรุงเทพมหานคร')",1
583,"('หลักสี่', 'กรุงเทพมหานคร')","('เมืองนนทบุรี', 'นนทบุรี')",1
584,"('หลักสี่', 'กรุงเทพมหานคร')","('ปากเกร็ด', 'นนทบุรี')",1
