,Origin,Destination
3287,"('Thawat Buri', 'Roi Et')","('Pho Chai', 'Roi Et')"
3288,"('Thawat Buri', 'Roi Et')","('Selaphum', 'Roi Et')"
3289,"('Thawat Buri', 'Roi Et')","('Mueang Roi Et', 'Roi Et')"
3290,"('Thawat Buri', 'Roi Et')","('At Samat', 'Roi Et')"
3291,"('Thawat Buri', 'Roi Et')","('Changhan', 'Roi Et')"
3292,"('Thawat Buri', 'Roi Et')","('Chiang Khwan', 'Roi Et')"
3293,"('Thawat Buri', 'Roi Et')","('Thung Khao Luang', 'Roi Et')"
3294,"('Phanom Phrai', 'Roi Et')","('Sila Lat', 'Si Sa Ket')"
3295,"('Phanom Phrai', 'Roi Et')","('Selaphum', 'Roi Et')"
3296,"('Phanom Phrai', 'Roi Et')","('Suwannaphum', 'Roi Et')"
3297,"('Phanom Phrai', 'Roi Et')","('Mueang Yasothon', 'Yasothon')"
3298,"('Phanom Phrai', 'Roi Et')","('Kham Khuean Kaeo', 'Yasothon')"
3299,"('Phanom Phrai', 'Roi Et')","('Maha Chana Chai', 'Yasothon')"
3300,"('Phanom Phrai', 'Roi Et')","('Nong Hi', 'Roi Et')"
3301,"('Phon Thong', 'Roi Et')","('Thawat Buri', 'Roi Et')"
3302,"('Phon Thong', 'Roi Et')","('Pho Chai', 'Roi Et')"
3303,"('Phon Thong', 'Roi Et')","('Nong Phok', 'Roi Et')"
3304,"('Phon Thong', 'Roi Et')","('Selaphum', 'Roi Et')"
3305,"('Phon Thong', 'Roi Et')","('Kuchinarai', 'Kalasin')"
3306,"('Phon Thong', 'Roi Et')","('Kut Chum', 'Yasothon')"
3307,"('Phon Thong', 'Roi Et')","('Moei Wadi', 'Roi Et')"
3308,"('Phon Thong', 'Roi Et')","('Chiang Khwan', 'Roi Et')"
3309,"('Pho Chai', 'Roi Et')","('Thawat Buri', 'Roi Et')"
3310,"('Pho Chai', 'Roi Et')","('Phon Thong', 'Roi Et')"
3311,"('Pho Chai', 'Roi Et')","('Selaphum', 'Roi Et')"
3312,"('Pho Chai', 'Roi Et')","('Kuchinarai', 'Kalasin')"
3313,"('Pho Chai', 'Roi Et')","('Don Chan', 'Kalasin')"
3314,"('Pho Chai', 'Roi Et')","('Changhan', 'Roi Et')"
3315,"('Pho Chai', 'Roi Et')","('Chiang Khwan', 'Roi Et')"
3316,"('Pho Chai', 'Roi Et')","('Mueang Kalasin', 'Kalasin')"
3317,"('Pho Chai', 'Roi Et')","('Na Mon', 'Kalasin')"
3318,"('Pho Chai', 'Roi Et')","('Kamalasai', 'Kalasin')"
3319,"('Pho Chai', 'Roi Et')","('Rong Kham', 'Kalasin')"
3320,"('Nong Phok', 'Roi Et')","('Phon Thong', 'Roi Et')"
3321,"('Nong Phok', 'Roi Et')","('Selaphum', 'Roi Et')"
3322,"('Nong Phok', 'Roi Et')","('Kuchinarai', 'Kalasin')"
3323,"('Nong Phok', 'Roi Et')","('Kut Chum', 'Yasothon')"
3324,"('Nong Phok', 'Roi Et')","('Loeng Nok Tha', 'Yasothon')"
3325,"('Nong Phok', 'Roi Et')","('Moei Wadi', 'Roi Et')"
3326,"('Nong Phok', 'Roi Et')","('Nong Sung', 'Mukdahan')"
3327,"('Selaphum', 'Roi Et')","('Thawat Buri', 'Roi Et')"
3328,"('Selaphum', 'Roi Et')","('Phanom Phrai', 'Roi Et')"
3329,"('Selaphum', 'Roi Et')","('Phon Thong', 'Roi Et')"
3330,"('Selaphum', 'Roi Et')","('Pho Chai', 'Roi Et')"
3331,"('Selaphum', 'Roi Et')","('Nong Phok', 'Roi Et')"
3332,"('Selaphum', 'Roi Et')","('Mueang Yasothon', 'Yasothon')"
3333,"('Selaphum', 'Roi Et')","('Sai Mun', 'Yasothon')"
3334,"('Selaphum', 'Roi Et')","('Kut Chum', 'Yasothon')"
3335,"('Selaphum', 'Roi Et')","('Chiang Khwan', 'Roi Et')"
3336,"('Selaphum', 'Roi Et')","('Thung Khao Luang', 'Roi Et')"
3337,"('Suwannaphum', 'Roi Et')","('Phanom Phrai', 'Roi Et')"
3338,"('Suwannaphum', 'Roi Et')","('Tha Tum', 'Surin')"
3339,"('Suwannaphum', 'Roi Et')","('Rattanaburi', 'Surin')"
3340,"('Suwannaphum', 'Roi Et')","('Kaset Wisai', 'Roi Et')"
3341,"('Suwannaphum', 'Roi Et')","('Mueang Suang', 'Roi Et')"
3342,"('Suwannaphum', 'Roi Et')","('Phon Sai', 'Roi Et')"
3343,"('Suwannaphum', 'Roi Et')","('Nong Hi', 'Roi Et')"
3344,"('Mueang Roi Et', 'Roi Et')","('Mueang Maha Sarakham', 'Maha Sarakham')"
3345,"('Mueang Roi Et', 'Roi Et')","('Chaturaphak Phiman', 'Roi Et')"
3346,"('Mueang Roi Et', 'Roi Et')","('Thawat Buri', 'Roi Et')"
3347,"('Mueang Roi Et', 'Roi Et')","('Khong Chai', 'Kalasin')"
3348,"('Mueang Roi Et', 'Roi Et')","('Kae Dam', 'Maha Sarakham')"
3349,"('Mueang Roi Et', 'Roi Et')","('Wapi Pathum', 'Maha Sarakham')"
3350,"('Mueang Roi Et', 'Roi Et')","('Mueang Suang', 'Roi Et')"
3351,"('Mueang Roi Et', 'Roi Et')","('At Samat', 'Roi Et')"
3352,"('Mueang Roi Et', 'Roi Et')","('Si Somdet', 'Roi Et')"
3353,"('Mueang Roi Et', 'Roi Et')","('Changhan', 'Roi Et')"
3354,"('Mueang Roi Et', 'Roi Et')","('Chiang Khwan', 'Roi Et')"
3355,"('Kaset Wisai', 'Roi Et')","('Chaturaphak Phiman', 'Roi Et')"
3356,"('Kaset Wisai', 'Roi Et')","('Suwannaphum', 'Roi Et')"
3357,"('Kaset Wisai', 'Roi Et')","('Chumphon Buri', 'Surin')"
3358,"('Kaset Wisai', 'Roi Et')","('Tha Tum', 'Surin')"
3359,"('Kaset Wisai', 'Roi Et')","('Phayakkhaphum Phisai', 'Maha Sarakham')"
3360,"('Kaset Wisai', 'Roi Et')","('Wapi Pathum', 'Maha Sarakham')"
3361,"('Kaset Wisai', 'Roi Et')","('Pathum Rat', 'Roi Et')"
3362,"('Kaset Wisai', 'Roi Et')","('Mueang Suang', 'Roi Et')"
3363,"('Pathum Rat', 'Roi Et')","('Chaturaphak Phiman', 'Roi Et')"
3364,"('Pathum Rat', 'Roi Et')","('Phayakkhaphum Phisai', 'Maha Sarakham')"
3365,"('Pathum Rat', 'Roi Et')","('Wapi Pathum', 'Maha Sarakham')"
3366,"('Pathum Rat', 'Roi Et')","('Na Dun', 'Maha Sarakham')"
3367,"('Pathum Rat', 'Roi Et')","('Kaset Wisai', 'Roi Et')"
3368,"('Mueang Suang', 'Roi Et')","('Chaturaphak Phiman', 'Roi Et')"
3369,"('Mueang Suang', 'Roi Et')","('Suwannaphum', 'Roi Et')"
3370,"('Mueang Suang', 'Roi Et')","('Mueang Roi Et', 'Roi Et')"
3371,"('Mueang Suang', 'Roi Et')","('Kaset Wisai', 'Roi Et')"
3372,"('Mueang Suang', 'Roi Et')","('At Samat', 'Roi Et')"
3373,"('Phon Sai', 'Roi Et')","('Sila Lat', 'Si Sa Ket')"
3374,"('Phon Sai', 'Roi Et')","('Suwannaphum', 'Roi Et')"
3375,"('Phon Sai', 'Roi Et')","('Tha Tum', 'Surin')"
3376,"('Phon Sai', 'Roi Et')","('Rattanaburi', 'Surin')"
3377,"('Phon Sai', 'Roi Et')","('Rasi Salai', 'Si Sa Ket')"
3378,"('Phon Sai', 'Roi Et')","('Nong Hi', 'Roi Et')"
3379,"('At Samat', 'Roi Et')","('Chaturaphak Phiman', 'Roi Et')"
3380,"('At Samat', 'Roi Et')","('Thawat Buri', 'Roi Et')"
3381,"('At Samat', 'Roi Et')","('Mueang Roi Et', 'Roi Et')"
3382,"('At Samat', 'Roi Et')","('Mueang Suang', 'Roi Et')"
3383,"('Moei Wadi', 'Roi Et')","('Phon Thong', 'Roi Et')"
3384,"('Moei Wadi', 'Roi Et')","('Nong Phok', 'Roi Et')"
3385,"('Moei Wadi', 'Roi Et')","('Kuchinarai', 'Kalasin')"
3386,"('Moei Wadi', 'Roi Et')","('Nong Sung', 'Mukdahan')"
3387,"('Si Somdet', 'Roi Et')","('Mueang Maha Sarakham', 'Maha Sarakham')"
3388,"('Si Somdet', 'Roi Et')","('Chaturaphak Phiman', 'Roi Et')"
3389,"('Si Somdet', 'Roi Et')","('Kae Dam', 'Maha Sarakham')"
3390,"('Si Somdet', 'Roi Et')","('Wapi Pathum', 'Maha Sarakham')"
3391,"('Si Somdet', 'Roi Et')","('Mueang Roi Et', 'Roi Et')"
3392,"('Si Somdet', 'Roi Et')","('Changhan', 'Roi Et')"
3393,"('Changhan', 'Roi Et')","('Mueang Maha Sarakham', 'Maha Sarakham')"
3394,"('Changhan', 'Roi Et')","('Thawat Buri', 'Roi Et')"
3395,"('Changhan', 'Roi Et')","('Pho Chai', 'Roi Et')"
3396,"('Changhan', 'Roi Et')","('Khong Chai', 'Kalasin')"
3397,"('Changhan', 'Roi Et')","('Mueang Roi Et', 'Roi Et')"
3398,"('Changhan', 'Roi Et')","('Si Somdet', 'Roi Et')"
3399,"('Changhan', 'Roi Et')","('Chiang Khwan', 'Roi Et')"
3400,"('Changhan', 'Roi Et')","('Kamalasai', 'Kalasin')"
3401,"('Changhan', 'Roi Et')","('Rong Kham', 'Kalasin')"
3402,"('Chiang Khwan', 'Roi Et')","('Thawat Buri', 'Roi Et')"
3403,"('Chiang Khwan', 'Roi Et')","('Phon Thong', 'Roi Et')"
3404,"('Chiang Khwan', 'Roi Et')","('Pho Chai', 'Roi Et')"
3405,"('Chiang Khwan', 'Roi Et')","('Selaphum', 'Roi Et')"
3406,"('Chiang Khwan', 'Roi Et')","('Mueang Roi Et', 'Roi Et')"
3407,"('Chiang Khwan', 'Roi Et')","('Changhan', 'Roi Et')"
3408,"('Chiang Khwan', 'Roi Et')","('Kamalasai', 'Kalasin')"
3409,"('Chiang Khwan', 'Roi Et')","('Rong Kham', 'Kalasin')"
3410,"('Nong Hi', 'Roi Et')","('Sila Lat', 'Si Sa Ket')"
3411,"('Nong Hi', 'Roi Et')","('Phanom Phrai', 'Roi Et')"
3412,"('Nong Hi', 'Roi Et')","('Suwannaphum', 'Roi Et')"
3413,"('Nong Hi', 'Roi Et')","('Phon Sai', 'Roi Et')"
3414,"('Thung Khao Luang', 'Roi Et')","('Thawat Buri', 'Roi Et')"
3415,"('Thung Khao Luang', 'Roi Et')","('Selaphum', 'Roi Et')"
3416,"('Mueang Ranong', 'Ranong')","('Phato', 'Chumphon')"
3417,"('Mueang Ranong', 'Ranong')","('La-un', 'Ranong')"
3418,"('Mueang Ranong', 'Ranong')","('Papoe', 'Ranong')"
3419,"('Mueang Ranong', 'Ranong')","('Kra Buri', 'Ranong')"
3420,"('La-un', 'Ranong')","('Lang Suan', 'Chumphon')"
3421,"('La-un', 'Ranong')","('Phato', 'Chumphon')"
3422,"('La-un', 'Ranong')","('Sawi', 'Chumphon')"
3423,"('La-un', 'Ranong')","('Thung Tako', 'Chumphon')"
3424,"('La-un', 'Ranong')","('Mueang Ranong', 'Ranong')"
3425,"('La-un', 'Ranong')","('Kra Buri', 'Ranong')"
3426,"('Papoe', 'Ranong')","('Tha Chana', 'Surat Thani')"
3427,"('Papoe', 'Ranong')","('Tha Chang', 'Surat Thani')"
3428,"('Papoe', 'Ranong')","('Phato', 'Chumphon')"
3429,"('Papoe', 'Ranong')","('Mueang Ranong', 'Ranong')"
3430,"('Papoe', 'Ranong')","('Suk Samran', 'Ranong')"
3431,"('Kra Buri', 'Ranong')","('Mueang Chumphon', 'Chumphon')"
3432,"('Kra Buri', 'Ranong')","('Tha Sae', 'Chumphon')"
3433,"('Kra Buri', 'Ranong')","('Sawi', 'Chumphon')"
3434,"('Kra Buri', 'Ranong')","('Mueang Ranong', 'Ranong')"
3435,"('Kra Buri', 'Ranong')","('La-un', 'Ranong')"
3436,"('Suk Samran', 'Ranong')","('Khura Buri', 'Phang Nga')"
3437,"('Suk Samran', 'Ranong')","('Ban Ta Khun', 'Surat Thani')"
3438,"('Suk Samran', 'Ranong')","('Tha Chang', 'Surat Thani')"
3439,"('Suk Samran', 'Ranong')","('Chai Buri', 'Surat Thani')"
3440,"('Suk Samran', 'Ranong')","('Papoe', 'Ranong')"
3441,"('Mueang Nakhon Phanom', 'Nakhon Phanom')","('Kusuman', 'Sakon Nakhon')"
3442,"('Mueang Nakhon Phanom', 'Nakhon Phanom')","('Phon Na Kaeo', 'Sakon Nakhon')"
3443,"('Mueang Nakhon Phanom', 'Nakhon Phanom')","('Pla Pak', 'Nakhon Phanom')"
3444,"('Mueang Nakhon Phanom', 'Nakhon Phanom')","('Tha Uthen', 'Nakhon Phanom')"
3445,"('Mueang Nakhon Phanom', 'Nakhon Phanom')","('That Phanom', 'Nakhon Phanom')"
3446,"('Mueang Nakhon Phanom', 'Nakhon Phanom')","('Renu Nakhon', 'Nakhon Phanom')"
3447,"('Mueang Nakhon Phanom', 'Nakhon Phanom')","('Phon Sawan', 'Nakhon Phanom')"
3448,"('Pla Pak', 'Nakhon Phanom')","('Kusuman', 'Sakon Nakhon')"
3449,"('Pla Pak', 'Nakhon Phanom')","('Khok Si Suphan', 'Sakon Nakhon')"
3450,"('Pla Pak', 'Nakhon Phanom')","('Phon Na Kaeo', 'Sakon Nakhon')"
3451,"('Pla Pak', 'Nakhon Phanom')","('Mueang Nakhon Phanom', 'Nakhon Phanom')"
3452,"('Pla Pak', 'Nakhon Phanom')","('That Phanom', 'Nakhon Phanom')"
3453,"('Pla Pak', 'Nakhon Phanom')","('Renu Nakhon', 'Nakhon Phanom')"
3454,"('Pla Pak', 'Nakhon Phanom')","('Na Kae', 'Nakhon Phanom')"
3455,"('Pla Pak', 'Nakhon Phanom')","('Wang Yang', 'Nakhon Phanom')"
3456,"('Tha Uthen', 'Nakhon Phanom')","('Mueang Nakhon Phanom', 'Nakhon Phanom')"
3457,"('Tha Uthen', 'Nakhon Phanom')","('Ban Phaeng', 'Nakhon Phanom')"
3458,"('Tha Uthen', 'Nakhon Phanom')","('Si Songkhram', 'Nakhon Phanom')"
3459,"('Tha Uthen', 'Nakhon Phanom')","('Phon Sawan', 'Nakhon Phanom')"
3460,"('Ban Phaeng', 'Nakhon Phanom')","('Bueng Khong Long', 'Bueng Kan')"
3461,"('Ban Phaeng', 'Nakhon Phanom')","('Tha Uthen', 'Nakhon Phanom')"
3462,"('Ban Phaeng', 'Nakhon Phanom')","('Si Songkhram', 'Nakhon Phanom')"
3463,"('Ban Phaeng', 'Nakhon Phanom')","('Na Thom', 'Nakhon Phanom')"
3464,"('That Phanom', 'Nakhon Phanom')","('Mueang Nakhon Phanom', 'Nakhon Phanom')"
3465,"('That Phanom', 'Nakhon Phanom')","('Pla Pak', 'Nakhon Phanom')"
3466,"('That Phanom', 'Nakhon Phanom')","('Renu Nakhon', 'Nakhon Phanom')"
3467,"('That Phanom', 'Nakhon Phanom')","('Na Kae', 'Nakhon Phanom')"
3468,"('That Phanom', 'Nakhon Phanom')","('Mueang Mukdahan', 'Mukdahan')"
3469,"('That Phanom', 'Nakhon Phanom')","('Don Tan', 'Mukdahan')"
3470,"('That Phanom', 'Nakhon Phanom')","('Wan Yai', 'Mukdahan')"
3471,"('Renu Nakhon', 'Nakhon Phanom')","('Mueang Nakhon Phanom', 'Nakhon Phanom')"
3472,"('Renu Nakhon', 'Nakhon Phanom')","('Pla Pak', 'Nakhon Phanom')"
3473,"('Renu Nakhon', 'Nakhon Phanom')","('That Phanom', 'Nakhon Phanom')"
3474,"('Renu Nakhon', 'Nakhon Phanom')","('Na Kae', 'Nakhon Phanom')"
3475,"('Na Kae', 'Nakhon Phanom')","('Tao Ngoi', 'Sakon Nakhon')"
3476,"('Na Kae', 'Nakhon Phanom')","('Khok Si Suphan', 'Sakon Nakhon')"
3477,"('Na Kae', 'Nakhon Phanom')","('Pla Pak', 'Nakhon Phanom')"
3478,"('Na Kae', 'Nakhon Phanom')","('That Phanom', 'Nakhon Phanom')"
3479,"('Na Kae', 'Nakhon Phanom')","('Renu Nakhon', 'Nakhon Phanom')"
3480,"('Na Kae', 'Nakhon Phanom')","('Wang Yang', 'Nakhon Phanom')"
3481,"('Na Kae', 'Nakhon Phanom')","('Don Tan', 'Mukdahan')"
3482,"('Si Songkhram', 'Nakhon Phanom')","('Akat Amnuai', 'Sakon Nakhon')"
3483,"('Si Songkhram', 'Nakhon Phanom')","('Tha Uthen', 'Nakhon Phanom')"
3484,"('Si Songkhram', 'Nakhon Phanom')","('Ban Phaeng', 'Nakhon Phanom')"
3485,"('Si Songkhram', 'Nakhon Phanom')","('Na Wa', 'Nakhon Phanom')"
3486,"('Si Songkhram', 'Nakhon Phanom')","('Phon Sawan', 'Nakhon Phanom')"
3487,"('Si Songkhram', 'Nakhon Phanom')","('Na Thom', 'Nakhon Phanom')"
3488,"('Na Wa', 'Nakhon Phanom')","('Mueang Sakon Nakhon', 'Sakon Nakhon')"
3489,"('Na Wa', 'Nakhon Phanom')","('Kusuman', 'Sakon Nakhon')"
3490,"('Na Wa', 'Nakhon Phanom')","('Phanna Nikhom', 'Sakon Nakhon')"
3491,"('Na Wa', 'Nakhon Phanom')","('Akat Amnuai', 'Sakon Nakhon')"
3492,"('Na Wa', 'Nakhon Phanom')","('Si Songkhram', 'Nakhon Phanom')"
3493,"('Na Wa', 'Nakhon Phanom')","('Phon Sawan', 'Nakhon Phanom')"
3494,"('Phon Sawan', 'Nakhon Phanom')","('Kusuman', 'Sakon Nakhon')"
3495,"('Phon Sawan', 'Nakhon Phanom')","('Mueang Nakhon Phanom', 'Nakhon Phanom')"
3496,"('Phon Sawan', 'Nakhon Phanom')","('Tha Uthen', 'Nakhon Phanom')"
3497,"('Phon Sawan', 'Nakhon Phanom')","('Si Songkhram', 'Nakhon Phanom')"
3498,"('Phon Sawan', 'Nakhon Phanom')","('Na Wa', 'Nakhon Phanom')"
3499,"('Na Thom', 'Nakhon Phanom')","('Seka', 'Bueng Kan')"
3500,"('Na Thom', 'Nakhon Phanom')","('Bueng Khong Long', 'Bueng Kan')"
3501,"('Na Thom', 'Nakhon Phanom')","('Akat Amnuai', 'Sakon Nakhon')"
3502,"('Na Thom', 'Nakhon Phanom')","('Ban Phaeng', 'Nakhon Phanom')"
3503,"('Na Thom', 'Nakhon Phanom')","('Si Songkhram', 'Nakhon Phanom')"
3504,"('Wang Yang', 'Nakhon Phanom')","('Khok Si Suphan', 'Sakon Nakhon')"
3505,"('Wang Yang', 'Nakhon Phanom')","('Phon Na Kaeo', 'Sakon Nakhon')"
3506,"('Wang Yang', 'Nakhon Phanom')","('Pla Pak', 'Nakhon Phanom')"
3507,"('Wang Yang', 'Nakhon Phanom')","('Na Kae', 'Nakhon Phanom')"
3508,"('Mueang Nong Bua Lam Phu', 'Nong Bua Lamphu')","('Na Klang', 'Nong Bua Lamphu')"
3509,"('Mueang Nong Bua Lam Phu', 'Nong Bua Lamphu')","('Non Sang', 'Nong Bua Lamphu')"
3510,"('Mueang Nong Bua Lam Phu', 'Nong Bua Lamphu')","('Si Bun Rueang', 'Nong Bua Lamphu')"
3511,"('Mueang Nong Bua Lam Phu', 'Nong Bua Lamphu')","('Kut Chap', 'Udon Thani')"
3512,"('Mueang Nong Bua Lam Phu', 'Nong Bua Lamphu')","('Nong Wua So', 'Udon Thani')"
3513,"('Na Klang', 'Nong Bua Lamphu')","('Mueang Nong Bua Lam Phu', 'Nong Bua Lamphu')"
3514,"('Na Klang', 'Nong Bua Lamphu')","('Si Bun Rueang', 'Nong Bua Lamphu')"
3515,"('Na Klang', 'Nong Bua Lamphu')","('Suwannakhuha', 'Nong Bua Lamphu')"
3516,"('Na Klang', 'Nong Bua Lamphu')","('Na Wang', 'Nong Bua Lamphu')"
3517,"('Na Klang', 'Nong Bua Lamphu')","('Kut Chap', 'Udon Thani')"
3518,"('Na Klang', 'Nong Bua Lamphu')","('Nong Wua So', 'Udon Thani')"
3519,"('Na Klang', 'Nong Bua Lamphu')","('Ban Phue', 'Udon Thani')"
3520,"('Na Klang', 'Nong Bua Lamphu')","('Erawan', 'Loei')"
3521,"('Na Klang', 'Nong Bua Lamphu')","('Na Duang', 'Loei')"
3522,"('Non Sang', 'Nong Bua Lamphu')","('Mueang Nong Bua Lam Phu', 'Nong Bua Lamphu')"
3523,"('Non Sang', 'Nong Bua Lamphu')","('Si Bun Rueang', 'Nong Bua Lamphu')"
3524,"('Non Sang', 'Nong Bua Lamphu')","('Ubolratana', 'Khon Kaen')"
3525,"('Non Sang', 'Nong Bua Lamphu')","('Phu Wiang', 'Khon Kaen')"
3526,"('Non Sang', 'Nong Bua Lamphu')","('Khao Suan Kwang', 'Khon Kaen')"
3527,"('Non Sang', 'Nong Bua Lamphu')","('Nong Na Kham', 'Khon Kaen')"
3528,"('Non Sang', 'Nong Bua Lamphu')","('Nong Wua So', 'Udon Thani')"
3529,"('Si Bun Rueang', 'Nong Bua Lamphu')","('Mueang Nong Bua Lam Phu', 'Nong Bua Lamphu')"
3530,"('Si Bun Rueang', 'Nong Bua Lamphu')","('Na Klang', 'Nong Bua Lamphu')"
3531,"('Si Bun Rueang', 'Nong Bua Lamphu')","('Non Sang', 'Nong Bua Lamphu')"
3532,"('Si Bun Rueang', 'Nong Bua Lamphu')","('Na Wang', 'Nong Bua Lamphu')"
3533,"('Si Bun Rueang', 'Nong Bua Lamphu')","('Chum Phae', 'Khon Kaen')"
3534,"('Si Bun Rueang', 'Nong Bua Lamphu')","('Si Chomphu', 'Khon Kaen')"
3535,"('Si Bun Rueang', 'Nong Bua Lamphu')","('Phu Wiang', 'Khon Kaen')"
3536,"('Si Bun Rueang', 'Nong Bua Lamphu')","('Nong Na Kham', 'Khon Kaen')"
3537,"('Si Bun Rueang', 'Nong Bua Lamphu')","('Phu Kradueng', 'Loei')"
3538,"('Si Bun Rueang', 'Nong Bua Lamphu')","('Pha  Khao', 'Loei')"
3539,"('Si Bun Rueang', 'Nong Bua Lamphu')","('Erawan', 'Loei')"
3540,"('Si Bun Rueang', 'Nong Bua Lamphu')","('Wiang Kao', 'Khon Kaen')"
3541,"('Suwannakhuha', 'Nong Bua Lamphu')","('Na Klang', 'Nong Bua Lamphu')"
3542,"('Suwannakhuha', 'Nong Bua Lamphu')","('Na Wang', 'Nong Bua Lamphu')"
3543,"('Suwannakhuha', 'Nong Bua Lamphu')","('Kut Chap', 'Udon Thani')"
3544,"('Suwannakhuha', 'Nong Bua Lamphu')","('Ban Phue', 'Udon Thani')"
3545,"('Suwannakhuha', 'Nong Bua Lamphu')","('Nam Som', 'Udon Thani')"
3546,"('Suwannakhuha', 'Nong Bua Lamphu')","('Na Duang', 'Loei')"
3547,"('Suwannakhuha', 'Nong Bua Lamphu')","('Pak Chom', 'Loei')"
3548,"('Na Wang', 'Nong Bua Lamphu')","('Na Klang', 'Nong Bua Lamphu')"
3549,"('Na Wang', 'Nong Bua Lamphu')","('Si Bun Rueang', 'Nong Bua Lamphu')"
3550,"('Na Wang', 'Nong Bua Lamphu')","('Suwannakhuha', 'Nong Bua Lamphu')"
3551,"('Na Wang', 'Nong Bua Lamphu')","('Erawan', 'Loei')"
3552,"('Na Wang', 'Nong Bua Lamphu')","('Na Duang', 'Loei')"
3553,"('Mueang Nan', 'Nan')","('Ban Luang', 'Nan')"
3554,"('Mueang Nan', 'Nan')","('Tha Wang Pha', 'Nan')"
3555,"('Mueang Nan', 'Nan')","('Wiang Sa', 'Nan')"
3556,"('Mueang Nan', 'Nan')","('Santi Suk', 'Nan')"
3557,"('Mueang Nan', 'Nan')","('Phu Phiang', 'Nan')"
3558,"('Mueang Nan', 'Nan')","('Mueang Phayao', 'Phayao')"
3559,"('Mueang Nan', 'Nan')","('Mueang Phayao', 'Phayao')"
3560,"('Mae Charim', 'Nan')","('Wiang Sa', 'Nan')"
3561,"('Mae Charim', 'Nan')","('Santi Suk', 'Nan')"
3562,"('Mae Charim', 'Nan')","('Bo Kluea', 'Nan')"
3563,"('Mae Charim', 'Nan')","('Phu Phiang', 'Nan')"
3564,"('Ban Luang', 'Nan')","('Song', 'Phrae')"
3565,"('Ban Luang', 'Nan')","('Mueang Nan', 'Nan')"
3566,"('Ban Luang', 'Nan')","('Wiang Sa', 'Nan')"
3567,"('Ban Luang', 'Nan')","('Mueang Phayao', 'Phayao')"
3568,"('Na Noi', 'Nan')","('Wiang Sa', 'Nan')"
3569,"('Na Noi', 'Nan')","('Na Muen', 'Nan')"
3570,"('Na Noi', 'Nan')","('Fak Tha', 'Uttaradit')"
3571,"('Na Noi', 'Nan')","('Ban Khok', 'Uttaradit')"
3572,"('Na Noi', 'Nan')","('Mueang Phrae', 'Phrae')"
3573,"('Pua', 'Nan')","('Tha Wang Pha', 'Nan')"
3574,"('Pua', 'Nan')","('Thung Chang', 'Nan')"
3575,"('Pua', 'Nan')","('Chiang Klang', 'Nan')"
3576,"('Pua', 'Nan')","('Santi Suk', 'Nan')"
3577,"('Pua', 'Nan')","('Bo Kluea', 'Nan')"
3578,"('Pua', 'Nan')","('Song Khwae', 'Nan')"
3579,"('Pua', 'Nan')","('Chaloem Phra Kiet', 'Nan')"
3580,"('Tha Wang Pha', 'Nan')","('Mueang Nan', 'Nan')"
3581,"('Tha Wang Pha', 'Nan')","('Pua', 'Nan')"
3582,"('Tha Wang Pha', 'Nan')","('Chiang Klang', 'Nan')"
3583,"('Tha Wang Pha', 'Nan')","('Santi Suk', 'Nan')"
3584,"('Tha Wang Pha', 'Nan')","('Song Khwae', 'Nan')"
3585,"('Tha Wang Pha', 'Nan')","('Mueang Phayao', 'Phayao')"
3586,"('Wiang Sa', 'Nan')","('Song', 'Phrae')"
3587,"('Wiang Sa', 'Nan')","('Mueang Nan', 'Nan')"
3588,"('Wiang Sa', 'Nan')","('Mae Charim', 'Nan')"
3589,"('Wiang Sa', 'Nan')","('Ban Luang', 'Nan')"
3590,"('Wiang Sa', 'Nan')","('Na Noi', 'Nan')"
3591,"('Wiang Sa', 'Nan')","('Phu Phiang', 'Nan')"
3592,"('Wiang Sa', 'Nan')","('Ban Khok', 'Uttaradit')"
3593,"('Wiang Sa', 'Nan')","('Mueang Phrae', 'Phrae')"
3594,"('Thung Chang', 'Nan')","('Pua', 'Nan')"
3595,"('Thung Chang', 'Nan')","('Chiang Klang', 'Nan')"
3596,"('Thung Chang', 'Nan')","('Bo Kluea', 'Nan')"
3597,"('Thung Chang', 'Nan')","('Song Khwae', 'Nan')"
3598,"('Thung Chang', 'Nan')","('Chaloem Phra Kiet', 'Nan')"
3599,"('Chiang Klang', 'Nan')","('Pua', 'Nan')"
3600,"('Chiang Klang', 'Nan')","('Tha Wang Pha', 'Nan')"
3601,"('Chiang Klang', 'Nan')","('Thung Chang', 'Nan')"
3602,"('Chiang Klang', 'Nan')","('Song Khwae', 'Nan')"
3603,"('Na Muen', 'Nan')","('Na Noi', 'Nan')"
3604,"('Na Muen', 'Nan')","('Tha Pla', 'Uttaradit')"
3605,"('Na Muen', 'Nan')","('Fak Tha', 'Uttaradit')"
3606,"('Na Muen', 'Nan')","('Ban Khok', 'Uttaradit')"
3607,"('Na Muen', 'Nan')","('Mueang Phrae', 'Phrae')"
3608,"('Na Muen', 'Nan')","('Mueang Phrae', 'Phrae')"
3609,"('Santi Suk', 'Nan')","('Mueang Nan', 'Nan')"
3610,"('Santi Suk', 'Nan')","('Mae Charim', 'Nan')"
3611,"('Santi Suk', 'Nan')","('Pua', 'Nan')"
3612,"('Santi Suk', 'Nan')","('Tha Wang Pha', 'Nan')"
3613,"('Santi Suk', 'Nan')","('Bo Kluea', 'Nan')"
3614,"('Santi Suk', 'Nan')","('Phu Phiang', 'Nan')"
