,Origin,Destination
1897,"('Kranuan', 'Khon Kaen')","('Kumphawapi', 'Udon Thani')"
1898,"('Kranuan', 'Khon Kaen')","('Non Sa-at', 'Udon Thani')"
1899,"('Kranuan', 'Khon Kaen')","('Si That', 'Udon Thani')"
1900,"('Kranuan', 'Khon Kaen')","('Huai Mek', 'Kalasin')"
1901,"('Kranuan', 'Khon Kaen')","('Tha Khantho', 'Kalasin')"
1902,"('Kranuan', 'Khon Kaen')","('Nong Kung Si', 'Kalasin')"
1903,"('Kranuan', 'Khon Kaen')","('Chuen Chom', 'Maha Sarakham')"
1904,"('Ban Phai', 'Khon Kaen')","('Pueai Noi', 'Khon Kaen')"
1905,"('Ban Phai', 'Khon Kaen')","('Nong Song Hong', 'Khon Kaen')"
1906,"('Ban Phai', 'Khon Kaen')","('Mancha Khiri', 'Khon Kaen')"
1907,"('Ban Phai', 'Khon Kaen')","('Chonnabot', 'Khon Kaen')"
1908,"('Ban Phai', 'Khon Kaen')","('Ban Haet', 'Khon Kaen')"
1909,"('Ban Phai', 'Khon Kaen')","('Non Sila', 'Khon Kaen')"
1910,"('Ban Phai', 'Khon Kaen')","('Kosum Phisai', 'Maha Sarakham')"
1911,"('Ban Phai', 'Khon Kaen')","('Kut Rang', 'Maha Sarakham')"
1912,"('Pueai Noi', 'Khon Kaen')","('Ban Phai', 'Khon Kaen')"
1913,"('Pueai Noi', 'Khon Kaen')","('Nong Song Hong', 'Khon Kaen')"
1914,"('Pueai Noi', 'Khon Kaen')","('Non Sila', 'Khon Kaen')"
1915,"('Pueai Noi', 'Khon Kaen')","('Na Pho', 'Buri Ram')"
1916,"('Pueai Noi', 'Khon Kaen')","('Borabue', 'Maha Sarakham')"
1917,"('Pueai Noi', 'Khon Kaen')","('Na Chueak', 'Maha Sarakham')"
1918,"('Pueai Noi', 'Khon Kaen')","('Kut Rang', 'Maha Sarakham')"
1919,"('Phon', 'Khon Kaen')","('Waeng Yai', 'Khon Kaen')"
1920,"('Phon', 'Khon Kaen')","('Waeng Noi', 'Khon Kaen')"
1921,"('Phon', 'Khon Kaen')","('Nong Song Hong', 'Khon Kaen')"
1922,"('Phon', 'Khon Kaen')","('Chonnabot', 'Khon Kaen')"
1923,"('Phon', 'Khon Kaen')","('Non Sila', 'Khon Kaen')"
1924,"('Phon', 'Khon Kaen')","('Bua Yai', 'Nakhon Ratchasima')"
1925,"('Phon', 'Khon Kaen')","('Prathai', 'Nakhon Ratchasima')"
1926,"('Phon', 'Khon Kaen')","('Bua Lai', 'Nakhon Ratchasima')"
1927,"('Waeng Yai', 'Khon Kaen')","('Khon Sawan', 'Chaiyaphum')"
1928,"('Waeng Yai', 'Khon Kaen')","('Phon', 'Khon Kaen')"
1929,"('Waeng Yai', 'Khon Kaen')","('Waeng Noi', 'Khon Kaen')"
1930,"('Waeng Yai', 'Khon Kaen')","('Chonnabot', 'Khon Kaen')"
1931,"('Waeng Yai', 'Khon Kaen')","('Khok Pho Chai', 'Khon Kaen')"
1932,"('Waeng Noi', 'Khon Kaen')","('Khon Sawan', 'Chaiyaphum')"
1933,"('Waeng Noi', 'Khon Kaen')","('Phon', 'Khon Kaen')"
1934,"('Waeng Noi', 'Khon Kaen')","('Waeng Yai', 'Khon Kaen')"
1935,"('Waeng Noi', 'Khon Kaen')","('Bua Yai', 'Nakhon Ratchasima')"
1936,"('Waeng Noi', 'Khon Kaen')","('Kaeng Sanam Nang', 'Nakhon Ratchasima')"
1937,"('Waeng Noi', 'Khon Kaen')","('Bua Lai', 'Nakhon Ratchasima')"
1938,"('Nong Song Hong', 'Khon Kaen')","('Phutthaisong', 'Buri Ram')"
1939,"('Nong Song Hong', 'Khon Kaen')","('Ban Phai', 'Khon Kaen')"
1940,"('Nong Song Hong', 'Khon Kaen')","('Pueai Noi', 'Khon Kaen')"
1941,"('Nong Song Hong', 'Khon Kaen')","('Phon', 'Khon Kaen')"
1942,"('Nong Song Hong', 'Khon Kaen')","('Non Sila', 'Khon Kaen')"
1943,"('Nong Song Hong', 'Khon Kaen')","('Prathai', 'Nakhon Ratchasima')"
1944,"('Nong Song Hong', 'Khon Kaen')","('Na Pho', 'Buri Ram')"
1945,"('Nong Song Hong', 'Khon Kaen')","('Ban Mai Chaiyaphot', 'Buri Ram')"
1946,"('Nong Song Hong', 'Khon Kaen')","('Na Chueak', 'Maha Sarakham')"
1947,"('Phu Wiang', 'Khon Kaen')","('Non Sang', 'Nong Bua Lamphu')"
1948,"('Phu Wiang', 'Khon Kaen')","('Si Bun Rueang', 'Nong Bua Lamphu')"
1949,"('Phu Wiang', 'Khon Kaen')","('Ban Fang', 'Khon Kaen')"
1950,"('Phu Wiang', 'Khon Kaen')","('Nong Ruea', 'Khon Kaen')"
1951,"('Phu Wiang', 'Khon Kaen')","('Chum Phae', 'Khon Kaen')"
1952,"('Phu Wiang', 'Khon Kaen')","('Ubolratana', 'Khon Kaen')"
1953,"('Phu Wiang', 'Khon Kaen')","('Nong Na Kham', 'Khon Kaen')"
1954,"('Phu Wiang', 'Khon Kaen')","('Wiang Kao', 'Khon Kaen')"
1955,"('Mancha Khiri', 'Khon Kaen')","('Ban Thaen', 'Chaiyaphum')"
1956,"('Mancha Khiri', 'Khon Kaen')","('Ban Fang', 'Khon Kaen')"
1957,"('Mancha Khiri', 'Khon Kaen')","('Phra Yuen', 'Khon Kaen')"
1958,"('Mancha Khiri', 'Khon Kaen')","('Nong Ruea', 'Khon Kaen')"
1959,"('Mancha Khiri', 'Khon Kaen')","('Ban Phai', 'Khon Kaen')"
1960,"('Mancha Khiri', 'Khon Kaen')","('Chonnabot', 'Khon Kaen')"
1961,"('Mancha Khiri', 'Khon Kaen')","('Khok Pho Chai', 'Khon Kaen')"
1962,"('Mancha Khiri', 'Khon Kaen')","('Ban Haet', 'Khon Kaen')"
1963,"('Mancha Khiri', 'Khon Kaen')","('Kaeng Khro', 'Chaiyaphum')"
1964,"('Chonnabot', 'Khon Kaen')","('Ban Phai', 'Khon Kaen')"
1965,"('Chonnabot', 'Khon Kaen')","('Phon', 'Khon Kaen')"
1966,"('Chonnabot', 'Khon Kaen')","('Waeng Yai', 'Khon Kaen')"
1967,"('Chonnabot', 'Khon Kaen')","('Mancha Khiri', 'Khon Kaen')"
1968,"('Chonnabot', 'Khon Kaen')","('Khok Pho Chai', 'Khon Kaen')"
1969,"('Chonnabot', 'Khon Kaen')","('Ban Haet', 'Khon Kaen')"
1970,"('Chonnabot', 'Khon Kaen')","('Non Sila', 'Khon Kaen')"
1971,"('Khao Suan Kwang', 'Khon Kaen')","('Non Sang', 'Nong Bua Lamphu')"
1972,"('Khao Suan Kwang', 'Khon Kaen')","('Nam Phong', 'Khon Kaen')"
1973,"('Khao Suan Kwang', 'Khon Kaen')","('Ubolratana', 'Khon Kaen')"
1974,"('Khao Suan Kwang', 'Khon Kaen')","('Nong Wua So', 'Udon Thani')"
1975,"('Khao Suan Kwang', 'Khon Kaen')","('Kumphawapi', 'Udon Thani')"
1976,"('Khao Suan Kwang', 'Khon Kaen')","('Non Sa-at', 'Udon Thani')"
1977,"('Khao Suan Kwang', 'Khon Kaen')","('Nong Saeng', 'Udon Thani')"
1978,"('Phu Phaman', 'Khon Kaen')","('Nam Nao', 'Phetchabun')"
1979,"('Phu Phaman', 'Khon Kaen')","('Chum Phae', 'Khon Kaen')"
1980,"('Phu Phaman', 'Khon Kaen')","('Phu Kradueng', 'Loei')"
1981,"('Phu Phaman', 'Khon Kaen')","('Khon San', 'Chaiyaphum')"
1982,"('Sam Sung', 'Khon Kaen')","('Mueang Khon Kaen', 'Khon Kaen')"
1983,"('Sam Sung', 'Khon Kaen')","('Nam Phong', 'Khon Kaen')"
1984,"('Sam Sung', 'Khon Kaen')","('Kranuan', 'Khon Kaen')"
1985,"('Sam Sung', 'Khon Kaen')","('Huai Mek', 'Kalasin')"
1986,"('Sam Sung', 'Khon Kaen')","('Chiang Yuen', 'Maha Sarakham')"
1987,"('Sam Sung', 'Khon Kaen')","('Chuen Chom', 'Maha Sarakham')"
1988,"('Khok Pho Chai', 'Khon Kaen')","('Khon Sawan', 'Chaiyaphum')"
1989,"('Khok Pho Chai', 'Khon Kaen')","('Waeng Yai', 'Khon Kaen')"
1990,"('Khok Pho Chai', 'Khon Kaen')","('Mancha Khiri', 'Khon Kaen')"
1991,"('Khok Pho Chai', 'Khon Kaen')","('Chonnabot', 'Khon Kaen')"
1992,"('Khok Pho Chai', 'Khon Kaen')","('Kaeng Khro', 'Chaiyaphum')"
1993,"('Nong Na Kham', 'Khon Kaen')","('Non Sang', 'Nong Bua Lamphu')"
1994,"('Nong Na Kham', 'Khon Kaen')","('Si Bun Rueang', 'Nong Bua Lamphu')"
1995,"('Nong Na Kham', 'Khon Kaen')","('Si Chomphu', 'Khon Kaen')"
1996,"('Nong Na Kham', 'Khon Kaen')","('Phu Wiang', 'Khon Kaen')"
1997,"('Nong Na Kham', 'Khon Kaen')","('Wiang Kao', 'Khon Kaen')"
1998,"('Ban Haet', 'Khon Kaen')","('Mueang Khon Kaen', 'Khon Kaen')"
1999,"('Ban Haet', 'Khon Kaen')","('Phra Yuen', 'Khon Kaen')"
2000,"('Ban Haet', 'Khon Kaen')","('Ban Phai', 'Khon Kaen')"
2001,"('Ban Haet', 'Khon Kaen')","('Mancha Khiri', 'Khon Kaen')"
2002,"('Ban Haet', 'Khon Kaen')","('Chonnabot', 'Khon Kaen')"
2003,"('Ban Haet', 'Khon Kaen')","('Kosum Phisai', 'Maha Sarakham')"
2004,"('Ban Haet', 'Khon Kaen')","('Kut Rang', 'Maha Sarakham')"
2005,"('Non Sila', 'Khon Kaen')","('Ban Phai', 'Khon Kaen')"
2006,"('Non Sila', 'Khon Kaen')","('Pueai Noi', 'Khon Kaen')"
2007,"('Non Sila', 'Khon Kaen')","('Phon', 'Khon Kaen')"
2008,"('Non Sila', 'Khon Kaen')","('Nong Song Hong', 'Khon Kaen')"
2009,"('Non Sila', 'Khon Kaen')","('Chonnabot', 'Khon Kaen')"
2010,"('Wiang Kao', 'Khon Kaen')","('Si Bun Rueang', 'Nong Bua Lamphu')"
2011,"('Wiang Kao', 'Khon Kaen')","('Chum Phae', 'Khon Kaen')"
2012,"('Wiang Kao', 'Khon Kaen')","('Si Chomphu', 'Khon Kaen')"
2013,"('Wiang Kao', 'Khon Kaen')","('Phu Wiang', 'Khon Kaen')"
2014,"('Wiang Kao', 'Khon Kaen')","('Nong Na Kham', 'Khon Kaen')"
2015,"('Si Nakhon', 'Sukhothai')","('Si Satchanalai', 'Sukhothai')"
2016,"('Si Nakhon', 'Sukhothai')","('Sawankhalok', 'Sukhothai')"
2017,"('Si Nakhon', 'Sukhothai')","('Tron', 'Uttaradit')"
2018,"('Si Nakhon', 'Sukhothai')","('Phichai', 'Uttaradit')"
2019,"('Si Nakhon', 'Sukhothai')","('Laplae', 'Uttaradit')"
2020,"('Thung Saliam', 'Sukhothai')","('Ban Dan Lan Hoi', 'Sukhothai')"
2021,"('Thung Saliam', 'Sukhothai')","('Si Satchanalai', 'Sukhothai')"
2022,"('Thung Saliam', 'Sukhothai')","('Si Samrong', 'Sukhothai')"
2023,"('Thung Saliam', 'Sukhothai')","('Sawankhalok', 'Sukhothai')"
2024,"('Thung Saliam', 'Sukhothai')","('Thoen', 'Lampang')"
2025,"('Mueang Sukhothai', 'Sukhothai')","('Phrom Phiram', 'Phitsanulok')"
2026,"('Mueang Sukhothai', 'Sukhothai')","('Ban Dan Lan Hoi', 'Sukhothai')"
2027,"('Mueang Sukhothai', 'Sukhothai')","('Khiri Mat', 'Sukhothai')"
2028,"('Mueang Sukhothai', 'Sukhothai')","('Kong Krailat', 'Sukhothai')"
2029,"('Mueang Sukhothai', 'Sukhothai')","('Si Samrong', 'Sukhothai')"
2030,"('Mueang Sukhothai', 'Sukhothai')","('Sawankhalok', 'Sukhothai')"
2031,"('Ban Dan Lan Hoi', 'Sukhothai')","('Phran Kratai', 'Kamphaeng Phet')"
2032,"('Ban Dan Lan Hoi', 'Sukhothai')","('Thung Saliam', 'Sukhothai')"
2033,"('Ban Dan Lan Hoi', 'Sukhothai')","('Mueang Sukhothai', 'Sukhothai')"
2034,"('Ban Dan Lan Hoi', 'Sukhothai')","('Khiri Mat', 'Sukhothai')"
2035,"('Ban Dan Lan Hoi', 'Sukhothai')","('Si Samrong', 'Sukhothai')"
2036,"('Ban Dan Lan Hoi', 'Sukhothai')","('Thoen', 'Lampang')"
2037,"('Ban Dan Lan Hoi', 'Sukhothai')","('Mueang Tak', 'Tak')"
2038,"('Ban Dan Lan Hoi', 'Sukhothai')","('Ban Tak', 'Tak')"
2039,"('Khiri Mat', 'Sukhothai')","('Phran Kratai', 'Kamphaeng Phet')"
2040,"('Khiri Mat', 'Sukhothai')","('Lan Krabue', 'Kamphaeng Phet')"
2041,"('Khiri Mat', 'Sukhothai')","('Bang Rakam', 'Phitsanulok')"
2042,"('Khiri Mat', 'Sukhothai')","('Mueang Sukhothai', 'Sukhothai')"
2043,"('Khiri Mat', 'Sukhothai')","('Ban Dan Lan Hoi', 'Sukhothai')"
2044,"('Khiri Mat', 'Sukhothai')","('Kong Krailat', 'Sukhothai')"
2045,"('Kong Krailat', 'Sukhothai')","('Mueang Phitsanulok', 'Phitsanulok')"
2046,"('Kong Krailat', 'Sukhothai')","('Bang Rakam', 'Phitsanulok')"
2047,"('Kong Krailat', 'Sukhothai')","('Phrom Phiram', 'Phitsanulok')"
2048,"('Kong Krailat', 'Sukhothai')","('Mueang Sukhothai', 'Sukhothai')"
2049,"('Kong Krailat', 'Sukhothai')","('Khiri Mat', 'Sukhothai')"
2050,"('Kong Krailat', 'Sukhothai')","('Si Samrong', 'Sukhothai')"
2051,"('Si Satchanalai', 'Sukhothai')","('Si Nakhon', 'Sukhothai')"
2052,"('Si Satchanalai', 'Sukhothai')","('Thung Saliam', 'Sukhothai')"
2053,"('Si Satchanalai', 'Sukhothai')","('Sawankhalok', 'Sukhothai')"
2054,"('Si Satchanalai', 'Sukhothai')","('Den Chai', 'Phrae')"
2055,"('Si Satchanalai', 'Sukhothai')","('Wang Chin', 'Phrae')"
2056,"('Si Satchanalai', 'Sukhothai')","('Tron', 'Uttaradit')"
2057,"('Si Satchanalai', 'Sukhothai')","('Laplae', 'Uttaradit')"
2058,"('Si Satchanalai', 'Sukhothai')","('Thoen', 'Lampang')"
2059,"('Si Samrong', 'Sukhothai')","('Thung Saliam', 'Sukhothai')"
2060,"('Si Samrong', 'Sukhothai')","('Phrom Phiram', 'Phitsanulok')"
2061,"('Si Samrong', 'Sukhothai')","('Mueang Sukhothai', 'Sukhothai')"
2062,"('Si Samrong', 'Sukhothai')","('Ban Dan Lan Hoi', 'Sukhothai')"
2063,"('Si Samrong', 'Sukhothai')","('Kong Krailat', 'Sukhothai')"
2064,"('Si Samrong', 'Sukhothai')","('Sawankhalok', 'Sukhothai')"
2065,"('Si Samrong', 'Sukhothai')","('Phichai', 'Uttaradit')"
2066,"('Si Samrong', 'Sukhothai')","('Thoen', 'Lampang')"
2067,"('Sawankhalok', 'Sukhothai')","('Si Nakhon', 'Sukhothai')"
2068,"('Sawankhalok', 'Sukhothai')","('Thung Saliam', 'Sukhothai')"
2069,"('Sawankhalok', 'Sukhothai')","('Phrom Phiram', 'Phitsanulok')"
2070,"('Sawankhalok', 'Sukhothai')","('Mueang Sukhothai', 'Sukhothai')"
2071,"('Sawankhalok', 'Sukhothai')","('Si Satchanalai', 'Sukhothai')"
2072,"('Sawankhalok', 'Sukhothai')","('Si Samrong', 'Sukhothai')"
2073,"('Sawankhalok', 'Sukhothai')","('Tron', 'Uttaradit')"
2074,"('Sawankhalok', 'Sukhothai')","('Phichai', 'Uttaradit')"
2075,"('Sawankhalok', 'Sukhothai')","('Laplae', 'Uttaradit')"
2076,"('Mueang Nakhon Si Thammarat', 'Nakhon Si Thammarat')","('Phrom Khiri', 'Nakhon Si Thammarat')"
2077,"('Mueang Nakhon Si Thammarat', 'Nakhon Si Thammarat')","('Lan Saka', 'Nakhon Si Thammarat')"
2078,"('Mueang Nakhon Si Thammarat', 'Nakhon Si Thammarat')","('Tha Sala', 'Nakhon Si Thammarat')"
2079,"('Mueang Nakhon Si Thammarat', 'Nakhon Si Thammarat')","('Pak Phanang', 'Nakhon Si Thammarat')"
2080,"('Mueang Nakhon Si Thammarat', 'Nakhon Si Thammarat')","('Ron Phibun', 'Nakhon Si Thammarat')"
2081,"('Mueang Nakhon Si Thammarat', 'Nakhon Si Thammarat')","('Phra Phrom', 'Nakhon Si Thammarat')"
2082,"('Mueang Nakhon Si Thammarat', 'Nakhon Si Thammarat')","('Chaloem Phra Kiet', 'Nakhon Si Thammarat')"
2083,"('Phrom Khiri', 'Nakhon Si Thammarat')","('Mueang Nakhon Si Thammarat', 'Nakhon Si Thammarat')"
2084,"('Phrom Khiri', 'Nakhon Si Thammarat')","('Lan Saka', 'Nakhon Si Thammarat')"
2085,"('Phrom Khiri', 'Nakhon Si Thammarat')","('Chawang', 'Nakhon Si Thammarat')"
2086,"('Phrom Khiri', 'Nakhon Si Thammarat')","('Phipun', 'Nakhon Si Thammarat')"
2087,"('Phrom Khiri', 'Nakhon Si Thammarat')","('Tha Sala', 'Nakhon Si Thammarat')"
2088,"('Phrom Khiri', 'Nakhon Si Thammarat')","('Nopphitam', 'Nakhon Si Thammarat')"
2089,"('Lan Saka', 'Nakhon Si Thammarat')","('Mueang Nakhon Si Thammarat', 'Nakhon Si Thammarat')"
2090,"('Lan Saka', 'Nakhon Si Thammarat')","('Phrom Khiri', 'Nakhon Si Thammarat')"
2091,"('Lan Saka', 'Nakhon Si Thammarat')","('Chawang', 'Nakhon Si Thammarat')"
2092,"('Lan Saka', 'Nakhon Si Thammarat')","('Phipun', 'Nakhon Si Thammarat')"
2093,"('Lan Saka', 'Nakhon Si Thammarat')","('Thung Song', 'Nakhon Si Thammarat')"
2094,"('Lan Saka', 'Nakhon Si Thammarat')","('Ron Phibun', 'Nakhon Si Thammarat')"
2095,"('Lan Saka', 'Nakhon Si Thammarat')","('Phra Phrom', 'Nakhon Si Thammarat')"
2096,"('Lan Saka', 'Nakhon Si Thammarat')","('Chang Klang', 'Nakhon Si Thammarat')"
2097,"('Chawang', 'Nakhon Si Thammarat')","('Phrom Khiri', 'Nakhon Si Thammarat')"
2098,"('Chawang', 'Nakhon Si Thammarat')","('Lan Saka', 'Nakhon Si Thammarat')"
2099,"('Chawang', 'Nakhon Si Thammarat')","('Phipun', 'Nakhon Si Thammarat')"
2100,"('Chawang', 'Nakhon Si Thammarat')","('Na Bon', 'Nakhon Si Thammarat')"
2101,"('Chawang', 'Nakhon Si Thammarat')","('Thung Yai', 'Nakhon Si Thammarat')"
2102,"('Chawang', 'Nakhon Si Thammarat')","('Tham Phannara', 'Nakhon Si Thammarat')"
2103,"('Chawang', 'Nakhon Si Thammarat')","('Chang Klang', 'Nakhon Si Thammarat')"
2104,"('Chawang', 'Nakhon Si Thammarat')","('Ban Na San', 'Surat Thani')"
2105,"('Chawang', 'Nakhon Si Thammarat')","('Wiang Sa', 'Surat Thani')"
2106,"('Phipun', 'Nakhon Si Thammarat')","('Phrom Khiri', 'Nakhon Si Thammarat')"
2107,"('Phipun', 'Nakhon Si Thammarat')","('Lan Saka', 'Nakhon Si Thammarat')"
2108,"('Phipun', 'Nakhon Si Thammarat')","('Chawang', 'Nakhon Si Thammarat')"
2109,"('Phipun', 'Nakhon Si Thammarat')","('Nopphitam', 'Nakhon Si Thammarat')"
2110,"('Phipun', 'Nakhon Si Thammarat')","('Ban Na San', 'Surat Thani')"
2111,"('Phipun', 'Nakhon Si Thammarat')","('Wiang Sa', 'Surat Thani')"
2112,"('Chian Yai', 'Nakhon Si Thammarat')","('Cha-uat', 'Nakhon Si Thammarat')"
2113,"('Chian Yai', 'Nakhon Si Thammarat')","('Pak Phanang', 'Nakhon Si Thammarat')"
2114,"('Chian Yai', 'Nakhon Si Thammarat')","('Hua Sai', 'Nakhon Si Thammarat')"
2115,"('Chian Yai', 'Nakhon Si Thammarat')","('Chaloem Phra Kiet', 'Nakhon Si Thammarat')"
2116,"('Cha-uat', 'Nakhon Si Thammarat')","('Chian Yai', 'Nakhon Si Thammarat')"
2117,"('Cha-uat', 'Nakhon Si Thammarat')","('Thung Song', 'Nakhon Si Thammarat')"
2118,"('Cha-uat', 'Nakhon Si Thammarat')","('Ron Phibun', 'Nakhon Si Thammarat')"
2119,"('Cha-uat', 'Nakhon Si Thammarat')","('Hua Sai', 'Nakhon Si Thammarat')"
2120,"('Cha-uat', 'Nakhon Si Thammarat')","('Chulabhorn', 'Nakhon Si Thammarat')"
2121,"('Cha-uat', 'Nakhon Si Thammarat')","('Chaloem Phra Kiet', 'Nakhon Si Thammarat')"
2122,"('Cha-uat', 'Nakhon Si Thammarat')","('Huai Yot', 'Trang')"
2123,"('Cha-uat', 'Nakhon Si Thammarat')","('Khuan Khanun', 'Phatthalung')"
2124,"('Cha-uat', 'Nakhon Si Thammarat')","('Ranot', 'Songkhla')"
2125,"('Cha-uat', 'Nakhon Si Thammarat')","('Ratsada', 'Trang')"
2126,"('Cha-uat', 'Nakhon Si Thammarat')","('Pa Phayom', 'Phatthalung')"
2127,"('Tha Sala', 'Nakhon Si Thammarat')","('Mueang Nakhon Si Thammarat', 'Nakhon Si Thammarat')"
2128,"('Tha Sala', 'Nakhon Si Thammarat')","('Phrom Khiri', 'Nakhon Si Thammarat')"
2129,"('Tha Sala', 'Nakhon Si Thammarat')","('Sichon', 'Nakhon Si Thammarat')"
2130,"('Tha Sala', 'Nakhon Si Thammarat')","('Nopphitam', 'Nakhon Si Thammarat')"
2131,"('Thung Song', 'Nakhon Si Thammarat')","('Lan Saka', 'Nakhon Si Thammarat')"
2132,"('Thung Song', 'Nakhon Si Thammarat')","('Cha-uat', 'Nakhon Si Thammarat')"
2133,"('Thung Song', 'Nakhon Si Thammarat')","('Na Bon', 'Nakhon Si Thammarat')"
2134,"('Thung Song', 'Nakhon Si Thammarat')","('Thung Yai', 'Nakhon Si Thammarat')"
2135,"('Thung Song', 'Nakhon Si Thammarat')","('Ron Phibun', 'Nakhon Si Thammarat')"
2136,"('Thung Song', 'Nakhon Si Thammarat')","('Bang Khan', 'Nakhon Si Thammarat')"
2137,"('Thung Song', 'Nakhon Si Thammarat')","('Chulabhorn', 'Nakhon Si Thammarat')"
2138,"('Thung Song', 'Nakhon Si Thammarat')","('Chang Klang', 'Nakhon Si Thammarat')"
2139,"('Thung Song', 'Nakhon Si Thammarat')","('Lam Thap', 'Krabi')"
2140,"('Thung Song', 'Nakhon Si Thammarat')","('Huai Yot', 'Trang')"
2141,"('Thung Song', 'Nakhon Si Thammarat')","('Ratsada', 'Trang')"
2142,"('Thung Song', 'Nakhon Si Thammarat')","('Pa Phayom', 'Phatthalung')"
2143,"('Na Bon', 'Nakhon Si Thammarat')","('Chawang', 'Nakhon Si Thammarat')"
2144,"('Na Bon', 'Nakhon Si Thammarat')","('Thung Song', 'Nakhon Si Thammarat')"
2145,"('Na Bon', 'Nakhon Si Thammarat')","('Thung Yai', 'Nakhon Si Thammarat')"
2146,"('Na Bon', 'Nakhon Si Thammarat')","('Chang Klang', 'Nakhon Si Thammarat')"
2147,"('Thung Yai', 'Nakhon Si Thammarat')","('Chawang', 'Nakhon Si Thammarat')"
2148,"('Thung Yai', 'Nakhon Si Thammarat')","('Thung Song', 'Nakhon Si Thammarat')"
2149,"('Thung Yai', 'Nakhon Si Thammarat')","('Na Bon', 'Nakhon Si Thammarat')"
2150,"('Thung Yai', 'Nakhon Si Thammarat')","('Bang Khan', 'Nakhon Si Thammarat')"
2151,"('Thung Yai', 'Nakhon Si Thammarat')","('Tham Phannara', 'Nakhon Si Thammarat')"
2152,"('Thung Yai', 'Nakhon Si Thammarat')","('Khao Phanom', 'Krabi')"
2153,"('Thung Yai', 'Nakhon Si Thammarat')","('Lam Thap', 'Krabi')"
2154,"('Thung Yai', 'Nakhon Si Thammarat')","('Phrasaeng', 'Surat Thani')"
2155,"('Thung Yai', 'Nakhon Si Thammarat')","('Wiang Sa', 'Surat Thani')"
2156,"('Pak Phanang', 'Nakhon Si Thammarat')","('Mueang Nakhon Si Thammarat', 'Nakhon Si Thammarat')"
2157,"('Pak Phanang', 'Nakhon Si Thammarat')","('Chian Yai', 'Nakhon Si Thammarat')"
2158,"('Pak Phanang', 'Nakhon Si Thammarat')","('Ron Phibun', 'Nakhon Si Thammarat')"
2159,"('Pak Phanang', 'Nakhon Si Thammarat')","('Hua Sai', 'Nakhon Si Thammarat')"
2160,"('Pak Phanang', 'Nakhon Si Thammarat')","('Phra Phrom', 'Nakhon Si Thammarat')"
2161,"('Pak Phanang', 'Nakhon Si Thammarat')","('Chaloem Phra Kiet', 'Nakhon Si Thammarat')"
2162,"('Ron Phibun', 'Nakhon Si Thammarat')","('Mueang Nakhon Si Thammarat', 'Nakhon Si Thammarat')"
2163,"('Ron Phibun', 'Nakhon Si Thammarat')","('Lan Saka', 'Nakhon Si Thammarat')"
2164,"('Ron Phibun', 'Nakhon Si Thammarat')","('Cha-uat', 'Nakhon Si Thammarat')"
2165,"('Ron Phibun', 'Nakhon Si Thammarat')","('Thung Song', 'Nakhon Si Thammarat')"
2166,"('Ron Phibun', 'Nakhon Si Thammarat')","('Pak Phanang', 'Nakhon Si Thammarat')"
2167,"('Ron Phibun', 'Nakhon Si Thammarat')","('Chulabhorn', 'Nakhon Si Thammarat')"
2168,"('Ron Phibun', 'Nakhon Si Thammarat')","('Phra Phrom', 'Nakhon Si Thammarat')"
2169,"('Ron Phibun', 'Nakhon Si Thammarat')","('Chaloem Phra Kiet', 'Nakhon Si Thammarat')"
2170,"('Sichon', 'Nakhon Si Thammarat')","('Tha Sala', 'Nakhon Si Thammarat')"
2171,"('Sichon', 'Nakhon Si Thammarat')","('Khanom', 'Nakhon Si Thammarat')"
2172,"('Sichon', 'Nakhon Si Thammarat')","('Nopphitam', 'Nakhon Si Thammarat')"
2173,"('Sichon', 'Nakhon Si Thammarat')","('Kanchanadit', 'Surat Thani')"
2174,"('Sichon', 'Nakhon Si Thammarat')","('Don Sak', 'Surat Thani')"
2175,"('Khanom', 'Nakhon Si Thammarat')","('Sichon', 'Nakhon Si Thammarat')"
2176,"('Khanom', 'Nakhon Si Thammarat')","('Kanchanadit', 'Surat Thani')"
2177,"('Khanom', 'Nakhon Si Thammarat')","('Don Sak', 'Surat Thani')"
2178,"('Khanom', 'Nakhon Si Thammarat')","('Ko Samui', 'Surat Thani')"
2179,"('Hua Sai', 'Nakhon Si Thammarat')","('Chian Yai', 'Nakhon Si Thammarat')"
2180,"('Hua Sai', 'Nakhon Si Thammarat')","('Cha-uat', 'Nakhon Si Thammarat')"
2181,"('Hua Sai', 'Nakhon Si Thammarat')","('Pak Phanang', 'Nakhon Si Thammarat')"
2182,"('Hua Sai', 'Nakhon Si Thammarat')","('Khuan Khanun', 'Phatthalung')"
2183,"('Hua Sai', 'Nakhon Si Thammarat')","('Ranot', 'Songkhla')"
2184,"('Bang Khan', 'Nakhon Si Thammarat')","('Thung Song', 'Nakhon Si Thammarat')"
2185,"('Bang Khan', 'Nakhon Si Thammarat')","('Thung Yai', 'Nakhon Si Thammarat')"
2186,"('Bang Khan', 'Nakhon Si Thammarat')","('Lam Thap', 'Krabi')"
2187,"('Bang Khan', 'Nakhon Si Thammarat')","('Huai Yot', 'Trang')"
2188,"('Bang Khan', 'Nakhon Si Thammarat')","('Wang Wiset', 'Trang')"
2189,"('Bang Khan', 'Nakhon Si Thammarat')","('Ratsada', 'Trang')"
2190,"('Tham Phannara', 'Nakhon Si Thammarat')","('Chawang', 'Nakhon Si Thammarat')"
