,Origin,Destination,Distance
2621,"('Nong Hong', 'Buri Ram')","('Nang Rong', 'Buri Ram')",33.9 km
2622,"('Nong Hong', 'Buri Ram')","('Lam Plai Mat', 'Buri Ram')",28.6 km
2623,"('Nong Hong', 'Buri Ram')","('Chakkarat', 'Nakhon Ratchasima')",41.9 km
2624,"('Nong Hong', 'Buri Ram')","('Nong Ki', 'Buri Ram')",30.7 km
2625,"('Nong Hong', 'Buri Ram')","('Chamni', 'Buri Ram')",23.4 km
2626,"('Mueang Buri Ram', 'Buri Ram')","('Nang Rong', 'Buri Ram')",56.8 km
2627,"('Mueang Buri Ram', 'Buri Ram')","('Lam Plai Mat', 'Buri Ram')",33.8 km
2628,"('Mueang Buri Ram', 'Buri Ram')","('Khu Mueang', 'Buri Ram')",35.4 km
2629,"('Mueang Buri Ram', 'Buri Ram')","('Krasang', 'Buri Ram')",31.7 km
2630,"('Mueang Buri Ram', 'Buri Ram')","('Prakhon Chai', 'Buri Ram')",49.6 km
2631,"('Mueang Buri Ram', 'Buri Ram')","('Phlapphla Chai', 'Buri Ram')",54.6 km
2632,"('Mueang Buri Ram', 'Buri Ram')","('Huai Rat', 'Buri Ram')",11.2 km
2633,"('Mueang Buri Ram', 'Buri Ram')","('Chamni', 'Buri Ram')",45.7 km
2634,"('Mueang Buri Ram', 'Buri Ram')","('Ban Dan', 'Buri Ram')",16.1 km
2635,"('Mueang Buri Ram', 'Buri Ram')","('Prasat', 'Surin')",77.3 km
2636,"('Khu Mueang', 'Buri Ram')","('Phutthaisong', 'Buri Ram')",40.9 km
2637,"('Khu Mueang', 'Buri Ram')","('Lam Plai Mat', 'Buri Ram')",40.4 km
2638,"('Khu Mueang', 'Buri Ram')","('Satuek', 'Buri Ram')",41.7 km
2639,"('Khu Mueang', 'Buri Ram')","('Mueang Yang', 'Nakhon Ratchasima')",30.9 km
2640,"('Khu Mueang', 'Buri Ram')","('Lamtaman Chai', 'Nakhon Ratchasima')",20.7 km
2641,"('Khu Mueang', 'Buri Ram')","('Mueang Buri Ram', 'Buri Ram')",35.4 km
2642,"('Khu Mueang', 'Buri Ram')","('Ban Dan', 'Buri Ram')",34.2 km
2643,"('Khu Mueang', 'Buri Ram')","('Khaen Dong', 'Buri Ram')",18.0 km
2644,"('Khu Mueang', 'Buri Ram')","('Chumphon Buri', 'Surin')",59.3 km
2645,"('Khu Mueang', 'Buri Ram')","('Phayakkhaphum Phisai', 'Maha Sarakham')",53.4 km
2646,"('Krasang', 'Buri Ram')","('Satuek', 'Buri Ram')",45.2 km
2647,"('Krasang', 'Buri Ram')","('Mueang Buri Ram', 'Buri Ram')",26.9 km
2648,"('Krasang', 'Buri Ram')","('Phlapphla Chai', 'Buri Ram')",29.7 km
2649,"('Krasang', 'Buri Ram')","('Huai Rat', 'Buri Ram')",15.2 km
2650,"('Krasang', 'Buri Ram')","('Ban Dan', 'Buri Ram')",35.8 km
2651,"('Krasang', 'Buri Ram')","('Mueang Surin', 'Surin')",27.5 km
2652,"('Krasang', 'Buri Ram')","('Chom Phra', 'Surin')",55.5 km
2653,"('Krasang', 'Buri Ram')","('Prasat', 'Surin')",52.3 km
2654,"('Nong Ki', 'Buri Ram')","('Khon Buri', 'Nakhon Ratchasima')",43.0 km
2655,"('Nong Ki', 'Buri Ram')","('Nang Rong', 'Buri Ram')",29.8 km
2656,"('Nong Ki', 'Buri Ram')","('Soeng Sang', 'Nakhon Ratchasima')",33.0 km
2657,"('Nong Ki', 'Buri Ram')","('Chakkarat', 'Nakhon Ratchasima')",55.5 km
2658,"('Nong Ki', 'Buri Ram')","('Nong Hong', 'Buri Ram')",30.7 km
2659,"('Nong Ki', 'Buri Ram')","('Nong Bunmak', 'Nakhon Ratchasima')",20.6 km
2660,"('Nong Ki', 'Buri Ram')","('Non Din Daeng', 'Buri Ram')",26.7 km
2661,"('Nong Ki', 'Buri Ram')","('Chamni', 'Buri Ram')",46.9 km
2662,"('Lahan Sai', 'Buri Ram')","('Ta Phraya', 'Sa Kaeo')",69.2 km
2663,"('Lahan Sai', 'Buri Ram')","('Nang Rong', 'Buri Ram')",27.4 km
2664,"('Lahan Sai', 'Buri Ram')","('Ban Kruat', 'Buri Ram')",33.5 km
2665,"('Lahan Sai', 'Buri Ram')","('Prakhon Chai', 'Buri Ram')",41.8 km
2666,"('Lahan Sai', 'Buri Ram')","('Pakham', 'Buri Ram')",20.0 km
2667,"('Lahan Sai', 'Buri Ram')","('Non Din Daeng', 'Buri Ram')",18.7 km
2668,"('Lahan Sai', 'Buri Ram')","('Chaloem Phra Kiet', 'Buri Ram')",27.7 km
2669,"('Prakhon Chai', 'Buri Ram')","('Nang Rong', 'Buri Ram')",36.6 km
2670,"('Prakhon Chai', 'Buri Ram')","('Ban Kruat', 'Buri Ram')",26.4 km
2671,"('Prakhon Chai', 'Buri Ram')","('Phanom Dong Rak', 'Surin')",44.3 km
2672,"('Prakhon Chai', 'Buri Ram')","('Mueang Buri Ram', 'Buri Ram')",49.6 km
2673,"('Prakhon Chai', 'Buri Ram')","('Lahan Sai', 'Buri Ram')",42.0 km
2674,"('Prakhon Chai', 'Buri Ram')","('Phlapphla Chai', 'Buri Ram')",26.2 km
2675,"('Prakhon Chai', 'Buri Ram')","('Chamni', 'Buri Ram')",52.3 km
2676,"('Prakhon Chai', 'Buri Ram')","('Chaloem Phra Kiet', 'Buri Ram')",25.4 km
2677,"('Prakhon Chai', 'Buri Ram')","('Prasat', 'Surin')",33.8 km
2678,"('Pakham', 'Buri Ram')","('Nang Rong', 'Buri Ram')",25.0 km
2679,"('Pakham', 'Buri Ram')","('Soeng Sang', 'Nakhon Ratchasima')",33.4 km
2680,"('Pakham', 'Buri Ram')","('Lahan Sai', 'Buri Ram')",20.0 km
2681,"('Pakham', 'Buri Ram')","('Non Din Daeng', 'Buri Ram')",27.0 km
2682,"('Pakham', 'Buri Ram')","('Non Din Daeng', 'Buri Ram')",16.1 km
2683,"('Pakham', 'Buri Ram')","('Chaloem Phra Kiet', 'Buri Ram')",47.1 km
2684,"('Na Pho', 'Buri Ram')","('Phutthaisong', 'Buri Ram')",15.9 km
2685,"('Na Pho', 'Buri Ram')","('Pueai Noi', 'Khon Kaen')",31.0 km
2686,"('Na Pho', 'Buri Ram')","('Nong Song Hong', 'Khon Kaen')",22.5 km
2687,"('Na Pho', 'Buri Ram')","('Ban Mai Chaiyaphot', 'Buri Ram')",23.3 km
2688,"('Na Pho', 'Buri Ram')","('Na Chueak', 'Maha Sarakham')",24.8 km
2689,"('Na Pho', 'Buri Ram')","('Yang Sisurat', 'Maha Sarakham')",21.8 km
2690,"('Phlapphla Chai', 'Buri Ram')","('Mueang Buri Ram', 'Buri Ram')",36.7 km
2691,"('Phlapphla Chai', 'Buri Ram')","('Krasang', 'Buri Ram')",32.1 km
2692,"('Phlapphla Chai', 'Buri Ram')","('Prakhon Chai', 'Buri Ram')",18.5 km
2693,"('Phlapphla Chai', 'Buri Ram')","('Mueang Surin', 'Surin')",49.9 km
2694,"('Phlapphla Chai', 'Buri Ram')","('Prasat', 'Surin')",30.7 km
2695,"('Huai Rat', 'Buri Ram')","('Satuek', 'Buri Ram')",51.3 km
2696,"('Huai Rat', 'Buri Ram')","('Mueang Buri Ram', 'Buri Ram')",11.8 km
2697,"('Huai Rat', 'Buri Ram')","('Krasang', 'Buri Ram')",15.2 km
2698,"('Huai Rat', 'Buri Ram')","('Ban Dan', 'Buri Ram')",25.2 km
2699,"('Non Din Daeng', 'Buri Ram')","('Nang Rong', 'Buri Ram')",26.2 km
2700,"('Non Din Daeng', 'Buri Ram')","('Soeng Sang', 'Nakhon Ratchasima')",37.0 km
2701,"('Non Din Daeng', 'Buri Ram')","('Nong Bunmak', 'Nakhon Ratchasima')",42.8 km
2702,"('Non Din Daeng', 'Buri Ram')","('Nong Ki', 'Buri Ram')",24.6 km
2703,"('Non Din Daeng', 'Buri Ram')","('Pakham', 'Buri Ram')",28.3 km
2704,"('Chamni', 'Buri Ram')","('Nang Rong', 'Buri Ram')",20.9 km
2705,"('Chamni', 'Buri Ram')","('Lam Plai Mat', 'Buri Ram')",30.6 km
2706,"('Chamni', 'Buri Ram')","('Nong Hong', 'Buri Ram')",27.5 km
2707,"('Chamni', 'Buri Ram')","('Mueang Buri Ram', 'Buri Ram')",41.9 km
2708,"('Chamni', 'Buri Ram')","('Nong Ki', 'Buri Ram')",47.7 km
2709,"('Chamni', 'Buri Ram')","('Prakhon Chai', 'Buri Ram')",56.2 km
2710,"('Ban Mai Chaiyaphot', 'Buri Ram')","('Phutthaisong', 'Buri Ram')",22.0 km
2711,"('Ban Mai Chaiyaphot', 'Buri Ram')","('Nong Song Hong', 'Khon Kaen')",23.9 km
2712,"('Ban Mai Chaiyaphot', 'Buri Ram')","('Prathai', 'Nakhon Ratchasima')",13.6 km
2713,"('Ban Mai Chaiyaphot', 'Buri Ram')","('Mueang Yang', 'Nakhon Ratchasima')",39.9 km
2714,"('Ban Mai Chaiyaphot', 'Buri Ram')","('Na Pho', 'Buri Ram')",23.4 km
2715,"('Non Din Daeng', 'Buri Ram')","('Ta Phraya', 'Sa Kaeo')",51.9 km
2716,"('Non Din Daeng', 'Buri Ram')","('Watthana Nakhon', 'Sa Kaeo')",98.6 km
2717,"('Non Din Daeng', 'Buri Ram')","('Soeng Sang', 'Nakhon Ratchasima')",46.6 km
2718,"('Non Din Daeng', 'Buri Ram')","('Lahan Sai', 'Buri Ram')",18.8 km
2719,"('Non Din Daeng', 'Buri Ram')","('Pakham', 'Buri Ram')",16.2 km
2720,"('Ban Dan', 'Buri Ram')","('Satuek', 'Buri Ram')",26.5 km
2721,"('Ban Dan', 'Buri Ram')","('Mueang Buri Ram', 'Buri Ram')",18.3 km
2722,"('Ban Dan', 'Buri Ram')","('Khu Mueang', 'Buri Ram')",34.2 km
2723,"('Ban Dan', 'Buri Ram')","('Krasang', 'Buri Ram')",35.8 km
2724,"('Ban Dan', 'Buri Ram')","('Huai Rat', 'Buri Ram')",20.8 km
2725,"('Ban Dan', 'Buri Ram')","('Khaen Dong', 'Buri Ram')",31.3 km
2726,"('Khaen Dong', 'Buri Ram')","('Phutthaisong', 'Buri Ram')",46.7 km
2727,"('Khaen Dong', 'Buri Ram')","('Satuek', 'Buri Ram')",21.6 km
2728,"('Khaen Dong', 'Buri Ram')","('Khu Mueang', 'Buri Ram')",18.0 km
2729,"('Khaen Dong', 'Buri Ram')","('Ban Dan', 'Buri Ram')",32.8 km
2730,"('Khaen Dong', 'Buri Ram')","('Chumphon Buri', 'Surin')",39.3 km
2731,"('Chaloem Phra Kiet', 'Buri Ram')","('Nang Rong', 'Buri Ram')",22.8 km
2732,"('Chaloem Phra Kiet', 'Buri Ram')","('Lahan Sai', 'Buri Ram')",21.2 km
2733,"('Chaloem Phra Kiet', 'Buri Ram')","('Prakhon Chai', 'Buri Ram')",26.0 km
2734,"('Chaloem Phra Kiet', 'Buri Ram')","('Pakham', 'Buri Ram')",40.6 km
2735,"('Mueang Uthai Thani', 'Uthai Thani')","('Mueang Chai Nat', 'Chai Nat')",29.1 km
2736,"('Mueang Uthai Thani', 'Uthai Thani')","('Manorom', 'Chai Nat')",15.1 km
2737,"('Mueang Uthai Thani', 'Uthai Thani')","('Wat Sing', 'Chai Nat')",15.3 km
2738,"('Mueang Uthai Thani', 'Uthai Thani')","('Krok Phra', 'Nakhon Sawan')",24.0 km
2739,"('Mueang Uthai Thani', 'Uthai Thani')","('Phayuha Hkiri', 'Nakhon Sawan')",24.0 km
2740,"('Mueang Uthai Thani', 'Uthai Thani')","('Thap Than', 'Uthai Thani')",19.8 km
2741,"('Mueang Uthai Thani', 'Uthai Thani')","('Nong Khayang', 'Uthai Thani')",11.8 km
2742,"('Thap Than', 'Uthai Thani')","('Krok Phra', 'Nakhon Sawan')",26.0 km
2743,"('Thap Than', 'Uthai Thani')","('Lat Yao', 'Nakhon Sawan')",37.0 km
2744,"('Thap Than', 'Uthai Thani')","('Mueang Uthai Thani', 'Uthai Thani')",19.8 km
2745,"('Thap Than', 'Uthai Thani')","('Sawang Arom', 'Uthai Thani')",14.8 km
2746,"('Thap Than', 'Uthai Thani')","('Nong Chang', 'Uthai Thani')",10.1 km
2747,"('Thap Than', 'Uthai Thani')","('Nong Khayang', 'Uthai Thani')",20.4 km
2748,"('Thap Than', 'Uthai Thani')","('Lan Sak', 'Uthai Thani')",37.5 km
2749,"('Sawang Arom', 'Uthai Thani')","('Mueang Nakhon Sawan', 'Nakhon Sawan')",52.9 km
2750,"('Sawang Arom', 'Uthai Thani')","('Krok Phra', 'Nakhon Sawan')",32.4 km
2751,"('Sawang Arom', 'Uthai Thani')","('Lat Yao', 'Nakhon Sawan')",22.4 km
2752,"('Sawang Arom', 'Uthai Thani')","('Chum Ta Bong', 'Nakhon Sawan')",42.3 km
2753,"('Sawang Arom', 'Uthai Thani')","('Thap Than', 'Uthai Thani')",14.9 km
2754,"('Sawang Arom', 'Uthai Thani')","('Lan Sak', 'Uthai Thani')",52.3 km
2755,"('Nong Chang', 'Uthai Thani')","('Nong Mamong', 'Chai Nat')",19.6 km
2756,"('Nong Chang', 'Uthai Thani')","('Thap Than', 'Uthai Thani')",10.0 km
2757,"('Nong Chang', 'Uthai Thani')","('Nong Khayang', 'Uthai Thani')",10.6 km
2758,"('Nong Chang', 'Uthai Thani')","('Ban Rai', 'Uthai Thani')",58.5 km
2759,"('Nong Chang', 'Uthai Thani')","('Lan Sak', 'Uthai Thani')",32.3 km
2760,"('Nong Chang', 'Uthai Thani')","('Huai Khot', 'Uthai Thani')",29.8 km
2761,"('Nong Khayang', 'Uthai Thani')","('Nong Mamong', 'Chai Nat')",16.5 km
2762,"('Nong Khayang', 'Uthai Thani')","('Mueang Chai Nat', 'Chai Nat')",38.9 km
2763,"('Nong Khayang', 'Uthai Thani')","('Manorom', 'Chai Nat')",25.0 km
2764,"('Nong Khayang', 'Uthai Thani')","('Wat Sing', 'Chai Nat')",24.4 km
2765,"('Nong Khayang', 'Uthai Thani')","('Mueang Uthai Thani', 'Uthai Thani')",11.2 km
2766,"('Nong Khayang', 'Uthai Thani')","('Thap Than', 'Uthai Thani')",15.8 km
2767,"('Nong Khayang', 'Uthai Thani')","('Nong Chang', 'Uthai Thani')",11.8 km
2768,"('Ban Rai', 'Uthai Thani')","('Hankha', 'Chai Nat')",66.1 km
2769,"('Ban Rai', 'Uthai Thani')","('Nong Mamong', 'Chai Nat')",54.3 km
2770,"('Ban Rai', 'Uthai Thani')","('Noen Kham', 'Chai Nat')",54.3 km
2771,"('Ban Rai', 'Uthai Thani')","('Wat Sing', 'Chai Nat')",68.2 km
2772,"('Ban Rai', 'Uthai Thani')","('Mae Wong', 'Nakhon Sawan')",95.3 km
2773,"('Ban Rai', 'Uthai Thani')","('Mae Pern', 'Nakhon Sawan')",89.1 km
2774,"('Ban Rai', 'Uthai Thani')","('Nong Chang', 'Uthai Thani')",58.5 km
2775,"('Ban Rai', 'Uthai Thani')","('Lan Sak', 'Uthai Thani')",53.5 km
2776,"('Ban Rai', 'Uthai Thani')","('Huai Khot', 'Uthai Thani')",32.2 km
2777,"('Ban Rai', 'Uthai Thani')","('Doem Bang Nang Buat', 'Suphan Buri')",85.9 km
2778,"('Ban Rai', 'Uthai Thani')","('Dan Chang', 'Suphan Buri')",40.7 km
2779,"('Ban Rai', 'Uthai Thani')","('Um Phang', 'Tak')",485 km
2780,"('Ban Rai', 'Uthai Thani')","('Si Sawat', 'Kanchanaburi')",129 km
2781,"('Ban Rai', 'Uthai Thani')","('Thong Pha Phum', 'Kanchanaburi')",267 km
2782,"('Lan Sak', 'Uthai Thani')","('Mae Wong', 'Nakhon Sawan')",39.9 km
2783,"('Lan Sak', 'Uthai Thani')","('Mae Pern', 'Nakhon Sawan')",33.8 km
2784,"('Lan Sak', 'Uthai Thani')","('Chum Ta Bong', 'Nakhon Sawan')",22.8 km
2785,"('Lan Sak', 'Uthai Thani')","('Thap Than', 'Uthai Thani')",37.3 km
2786,"('Lan Sak', 'Uthai Thani')","('Sawang Arom', 'Uthai Thani')",52.0 km
2787,"('Lan Sak', 'Uthai Thani')","('Nong Chang', 'Uthai Thani')",33.2 km
2788,"('Lan Sak', 'Uthai Thani')","('Ban Rai', 'Uthai Thani')",53.4 km
2789,"('Lan Sak', 'Uthai Thani')","('Huai Khot', 'Uthai Thani')",25.8 km
2790,"('Huai Khot', 'Uthai Thani')","('Nong Chang', 'Uthai Thani')",29.8 km
2791,"('Huai Khot', 'Uthai Thani')","('Ban Rai', 'Uthai Thani')",32.2 km
2792,"('Huai Khot', 'Uthai Thani')","('Lan Sak', 'Uthai Thani')",26.0 km
2793,"('Mueang Nonthaburi', 'Nonthaburi')","('Dusit', 'Bangkok')",14.9 km
2794,"('Mueang Nonthaburi', 'Nonthaburi')","('Phaya Thai', 'Bangkok')",14.4 km
2795,"('Mueang Nonthaburi', 'Nonthaburi')","('Taling Chan', 'Bangkok')",18.2 km
2796,"('Mueang Nonthaburi', 'Nonthaburi')","('Don Mueang', 'Bangkok')",13.8 km
2797,"('Mueang Nonthaburi', 'Nonthaburi')","('Bang Phlat', 'Bangkok')",11.5 km
2798,"('Mueang Nonthaburi', 'Nonthaburi')","('Bang Su', 'Bangkok')",9.0 km
2799,"('Mueang Nonthaburi', 'Nonthaburi')","('Chatuchak', 'Bangkok')",8.9 km
2800,"('Mueang Nonthaburi', 'Nonthaburi')","('Lak Si', 'Bangkok')",12.1 km
2801,"('Mueang Nonthaburi', 'Nonthaburi')","('Thawi Watthana', 'Bangkok')",27.3 km
2802,"('Mueang Nonthaburi', 'Nonthaburi')","('Bang Kruai', 'Nonthaburi')",11.0 km
2803,"('Mueang Nonthaburi', 'Nonthaburi')","('Bang Yai', 'Nonthaburi')",15.0 km
2804,"('Mueang Nonthaburi', 'Nonthaburi')","('Bang Bua Thong', 'Nonthaburi')",26.3 km
2805,"('Mueang Nonthaburi', 'Nonthaburi')","('Pak Kret', 'Nonthaburi')",8.3 km
2806,"('Bang Kruai', 'Nonthaburi')","('Phra Nakhon', 'Bangkok')",10.3 km
2807,"('Bang Kruai', 'Nonthaburi')","('Dusit', 'Bangkok')",9.5 km
2808,"('Bang Kruai', 'Nonthaburi')","('Phaya Thai', 'Bangkok')",17.7 km
2809,"('Bang Kruai', 'Nonthaburi')","('Taling Chan', 'Bangkok')",7.4 km
2810,"('Bang Kruai', 'Nonthaburi')","('Bangkok Noi', 'Bangkok')",7.7 km
2811,"('Bang Kruai', 'Nonthaburi')","('Bang Phlat', 'Bangkok')",7.8 km
2812,"('Bang Kruai', 'Nonthaburi')","('Bang Su', 'Bangkok')",12.3 km
2813,"('Bang Kruai', 'Nonthaburi')","('Rat Thewi', 'Bangkok')",12.9 km
2814,"('Bang Kruai', 'Nonthaburi')","('Thawi Watthana', 'Bangkok')",19.5 km
2815,"('Bang Kruai', 'Nonthaburi')","('Mueang Nonthaburi', 'Nonthaburi')",11.8 km
2816,"('Bang Kruai', 'Nonthaburi')","('Bang Yai', 'Nonthaburi')",17.9 km
2817,"('Bang Kruai', 'Nonthaburi')","('Sam Phran', 'Nakhon Pathom')",39.0 km
2818,"('Bang Kruai', 'Nonthaburi')","('Phutthamonthon', 'Nakhon Pathom')",22.9 km
2819,"('Bang Yai', 'Nonthaburi')","('Taling Chan', 'Bangkok')",20.2 km
2820,"('Bang Yai', 'Nonthaburi')","('Thawi Watthana', 'Bangkok')",24.1 km
2821,"('Bang Yai', 'Nonthaburi')","('Mueang Nonthaburi', 'Nonthaburi')",14.3 km
2822,"('Bang Yai', 'Nonthaburi')","('Bang Kruai', 'Nonthaburi')",19.1 km
2823,"('Bang Yai', 'Nonthaburi')","('Bang Bua Thong', 'Nonthaburi')",12.9 km
2824,"('Bang Yai', 'Nonthaburi')","('Sai Noi', 'Nonthaburi')",19.8 km
2825,"('Bang Yai', 'Nonthaburi')","('Pak Kret', 'Nonthaburi')",22.0 km
2826,"('Bang Yai', 'Nonthaburi')","('Bang Len', 'Nakhon Pathom')",42.1 km
2827,"('Bang Yai', 'Nonthaburi')","('Sam Phran', 'Nakhon Pathom')",43.7 km
2828,"('Bang Yai', 'Nonthaburi')","('Phutthamonthon', 'Nakhon Pathom')",18.1 km
2829,"('Bang Bua Thong', 'Nonthaburi')","('Mueang Nonthaburi', 'Nonthaburi')",23.6 km
2830,"('Bang Bua Thong', 'Nonthaburi')","('Bang Yai', 'Nonthaburi')",15.0 km
2831,"('Bang Bua Thong', 'Nonthaburi')","('Sai Noi', 'Nonthaburi')",20.5 km
2832,"('Bang Bua Thong', 'Nonthaburi')","('Pak Kret', 'Nonthaburi')",17.7 km
2833,"('Bang Bua Thong', 'Nonthaburi')","('Mueang Pathum Thani', 'Pathum Thani')",23.1 km
2834,"('Bang Bua Thong', 'Nonthaburi')","('Lat Lum Kaeo', 'Pathum Thani')",11.5 km
2835,"('Bang Bua Thong', 'Nonthaburi')","('Phutthamonthon', 'Nakhon Pathom')",33.5 km
2836,"('Sai Noi', 'Nonthaburi')","('Lat Bua Luang', 'Phra Nakhon Si Ayutthaya')",24.6 km
2837,"('Sai Noi', 'Nonthaburi')","('Bang Yai', 'Nonthaburi')",25.8 km
2838,"('Sai Noi', 'Nonthaburi')","('Bang Bua Thong', 'Nonthaburi')",16.4 km
2839,"('Sai Noi', 'Nonthaburi')","('Lat Lum Kaeo', 'Pathum Thani')",18.7 km
2840,"('Sai Noi', 'Nonthaburi')","('Nakhon Chai Si', 'Nakhon Pathom')",34.0 km
2841,"('Sai Noi', 'Nonthaburi')","('Bang Len', 'Nakhon Pathom')",19.7 km
2842,"('Sai Noi', 'Nonthaburi')","('Phutthamonthon', 'Nakhon Pathom')",22.8 km
2843,"('Pak Kret', 'Nonthaburi')","('Bang Khen', 'Bangkok')",12.2 km
2844,"('Pak Kret', 'Nonthaburi')","('Don Mueang', 'Bangkok')",12.9 km
2845,"('Pak Kret', 'Nonthaburi')","('Chatuchak', 'Bangkok')",16.1 km
2846,"('Pak Kret', 'Nonthaburi')","('Lak Si', 'Bangkok')",9.6 km
2847,"('Pak Kret', 'Nonthaburi')","('Mueang Nonthaburi', 'Nonthaburi')",8.9 km
2848,"('Pak Kret', 'Nonthaburi')","('Bang Yai', 'Nonthaburi')",18.6 km
2849,"('Pak Kret', 'Nonthaburi')","('Bang Bua Thong', 'Nonthaburi')",17.1 km
2850,"('Pak Kret', 'Nonthaburi')","('Mueang Pathum Thani', 'Pathum Thani')",24.5 km
2851,"('Pak Kret', 'Nonthaburi')","('Lat Lum Kaeo', 'Pathum Thani')",30.1 km
2852,"('Mueang Samut Prakan', 'Samut Prakan')","('Phra Khanong', 'Bangkok')",12.4 km
2853,"('Mueang Samut Prakan', 'Samut Prakan')","('Yannawa', 'Bangkok')",15.6 km
2854,"('Mueang Samut Prakan', 'Samut Prakan')","('Prawet', 'Bangkok')",24.5 km
2855,"('Mueang Samut Prakan', 'Samut Prakan')","('Bang Na', 'Bangkok')",9.5 km
2856,"('Mueang Samut Prakan', 'Samut Prakan')","('Bang Bo', 'Samut Prakan')",37.4 km
2857,"('Mueang Samut Prakan', 'Samut Prakan')","('Bang Phli', 'Samut Prakan')",16.8 km
2858,"('Mueang Samut Prakan', 'Samut Prakan')","('Phra Pradaeng', 'Samut Prakan')",15.8 km
2859,"('Mueang Samut Prakan', 'Samut Prakan')","('Phra Samut Chedi', 'Samut Prakan')",24.2 km
2860,"('Mueang Samut Prakan', 'Samut Prakan')","('Bang Sao Thong', 'Samut Prakan')",33.3 km
2861,"('Bang Bo', 'Samut Prakan')","('Lat Krabang', 'Bangkok')",27.2 km
2862,"('Bang Bo', 'Samut Prakan')","('Mueang Samut Prakan', 'Samut Prakan')",33.6 km
2863,"('Bang Bo', 'Samut Prakan')","('Bang Phli', 'Samut Prakan')",20.3 km
2864,"('Bang Bo', 'Samut Prakan')","('Bang Sao Thong', 'Samut Prakan')",9.7 km
2865,"('Bang Bo', 'Samut Prakan')","('Mueang Chachoengsao', 'Chachoengsao')",44.2 km
2866,"('Bang Bo', 'Samut Prakan')","('Bang Pakong', 'Chachoengsao')",22.4 km
2867,"('Bang Bo', 'Samut Prakan')","('Ban Pho', 'Chachoengsao')",40.8 km
2868,"('Bang Phli', 'Samut Prakan')","('Phra Khanong', 'Bangkok')",19.9 km
2869,"('Bang Phli', 'Samut Prakan')","('Bang Kapi', 'Bangkok')",27.8 km
2870,"('Bang Phli', 'Samut Prakan')","('Lat Krabang', 'Bangkok')",19.6 km
2871,"('Bang Phli', 'Samut Prakan')","('Prawet', 'Bangkok')",17.2 km
2872,"('Bang Phli', 'Samut Prakan')","('Suan Luang', 'Bangkok')",22.8 km
2873,"('Bang Phli', 'Samut Prakan')","('Saphan Sung', 'Bangkok')",25.6 km
2874,"('Bang Phli', 'Samut Prakan')","('Bang Na', 'Bangkok')",18.4 km
2875,"('Bang Phli', 'Samut Prakan')","('Mueang Samut Prakan', 'Samut Prakan')",15.2 km
2876,"('Bang Phli', 'Samut Prakan')","('Bang Bo', 'Samut Prakan')",16.4 km
2877,"('Bang Phli', 'Samut Prakan')","('Bang Sao Thong', 'Samut Prakan')",21.4 km
2878,"('Phra Pradaeng', 'Samut Prakan')","('Bang Rak', 'Bangkok')",14.6 km
2879,"('Phra Pradaeng', 'Samut Prakan')","('Khlong Toei', 'Bangkok')",15.3 km
2880,"('Phra Pradaeng', 'Samut Prakan')","('Phra Khanong', 'Bangkok')",19.3 km
2881,"('Phra Pradaeng', 'Samut Prakan')","('Pathum Wan', 'Bangkok')",13.9 km
2882,"('Phra Pradaeng', 'Samut Prakan')","('Yannawa', 'Bangkok')",9.2 km
2883,"('Phra Pradaeng', 'Samut Prakan')","('Thon Buri', 'Bangkok')",12.1 km
2884,"('Phra Pradaeng', 'Samut Prakan')","('Khlong San', 'Bangkok')",13.7 km
2885,"('Phra Pradaeng', 'Samut Prakan')","('Rat Burana', 'Bangkok')",5.5 km
2886,"('Phra Pradaeng', 'Samut Prakan')","('Sa Thon', 'Bangkok')",9.7 km
2887,"('Phra Pradaeng', 'Samut Prakan')","('Bang Kho Laem', 'Bangkok')",10.4 km
2888,"('Phra Pradaeng', 'Samut Prakan')","('Suan Luang', 'Bangkok')",27.4 km
2889,"('Phra Pradaeng', 'Samut Prakan')","('Watthana', 'Bangkok')",24.0 km
2890,"('Phra Pradaeng', 'Samut Prakan')","('Bang Na', 'Bangkok')",18.7 km
2891,"('Phra Pradaeng', 'Samut Prakan')","('Thung Khu', 'Bangkok')",9.1 km
2892,"('Phra Pradaeng', 'Samut Prakan')","('Mueang Samut Prakan', 'Samut Prakan')",17.0 km
2893,"('Phra Pradaeng', 'Samut Prakan')","('Phra Samut Chedi', 'Samut Prakan')",16.3 km
2894,"('Phra Samut Chedi', 'Samut Prakan')","('Bang Khun Thian', 'Bangkok')",29.8 km
2895,"('Phra Samut Chedi', 'Samut Prakan')","('Thung Khu', 'Bangkok')",12.6 km
2896,"('Phra Samut Chedi', 'Samut Prakan')","('Mueang Samut Prakan', 'Samut Prakan')",24.7 km
2897,"('Phra Samut Chedi', 'Samut Prakan')","('Phra Pradaeng', 'Samut Prakan')",16.3 km
2898,"('Bang Sao Thong', 'Samut Prakan')","('Lat Krabang', 'Bangkok')",31.9 km
2899,"('Bang Sao Thong', 'Samut Prakan')","('Mueang Samut Prakan', 'Samut Prakan')",38.2 km
2900,"('Bang Sao Thong', 'Samut Prakan')","('Bang Bo', 'Samut Prakan')",7.6 km
2901,"('Bang Sao Thong', 'Samut Prakan')","('Bang Phli', 'Samut Prakan')",24.9 km
2902,"('Bang Sao Thong', 'Samut Prakan')","('Mueang Chachoengsao', 'Chachoengsao')",41.1 km
