amphoe_id,romanized_amphoe,thai_amphoe,province_id
916,Amphoe Krong Pinang,อำเภอกรงปินัง,47
917,Amphoe Raman,อำเภอรามัน,47
918,Amphoe Than To,อำเภอธารโต,47
919,Amphoe Yaha,อำเภอยะหา,47
920,Amphoe Mueang Yasothon,อำเภอเมืองยโสธร,46
921,Amphoe Kham Khuean Kaeo,อำเภอคำเขื่อนแก้ว,46
922,Amphoe Kho Wang,อำเภอค้อวัง,46
923,Amphoe Kut Chum,อำเภอกุดชุม,46
924,Amphoe Loeng Nok Tha,อำเภอเลิงนกทา,46
925,Amphoe Maha Chana Chai,อำเภอมหาชนะชัย,46
926,Amphoe Pa Tio,อำเภอป่าติ้ว,46
927,Amphoe Sai Mun,อำเภอทรายมูล,46
928,Amphoe Thai Charoen,อำเภอไทยเจริญ,46
